# FORPRINT: Thu Feb 23 22:02:41 2017
#  lam[um]   F2/F1    F2/F1err-  F2/F1err+
   0.92600   0.07992  -0.00681   0.00833
   0.92700   0.07957  -0.00685   0.00835
   0.92800   0.07913  -0.00685   0.00833
   0.92900   0.07870  -0.00686   0.00831
   0.93000   0.07922  -0.00688   0.00831
   0.93100   0.07974  -0.00691   0.00832
   0.93200   0.07985  -0.00687   0.00829
   0.93300   0.07997  -0.00684   0.00825
   0.93400   0.07992  -0.00685   0.00826
   0.93500   0.07987  -0.00686   0.00828
   0.93600   0.07947  -0.00683   0.00826
   0.93700   0.07906  -0.00679   0.00824
   0.93800   0.07970  -0.00680   0.00824
   0.93900   0.08034  -0.00680   0.00824
   0.94000   0.08093  -0.00666   0.00812
   0.94100   0.08153  -0.00652   0.00799
   0.94200   0.08132  -0.00666   0.00811
   0.94300   0.08111  -0.00681   0.00822
   0.94400   0.08062  -0.00668   0.00815
   0.94500   0.08012  -0.00656   0.00808
   0.94600   0.08058  -0.00662   0.00813
   0.94700   0.08104  -0.00669   0.00817
   0.94800   0.08117  -0.00671   0.00819
   0.94900   0.08129  -0.00672   0.00820
   0.95000   0.08145  -0.00670   0.00819
   0.95100   0.08160  -0.00667   0.00817
   0.95200   0.08195  -0.00669   0.00821
   0.95300   0.08231  -0.00670   0.00824
   0.95400   0.08443  -0.00689   0.00848
   0.95500   0.08670  -0.00709   0.00874
   0.95600   0.08415  -0.00679   0.00842
   0.95700   0.08175  -0.00651   0.00812
   0.95800   0.08208  -0.00654   0.00812
   0.95900   0.08240  -0.00657   0.00813
   0.96000   0.08215  -0.00658   0.00815
   0.96100   0.08190  -0.00659   0.00818
   0.96200   0.08253  -0.00652   0.00810
   0.96300   0.08316  -0.00645   0.00802
   0.96400   0.08189  -0.00653   0.00813
   0.96500   0.08061  -0.00661   0.00825
   0.96600   0.08103  -0.00660   0.00828
   0.96700   0.08145  -0.00659   0.00832
   0.96800   0.08202  -0.00653   0.00821
   0.96900   0.08257  -0.00647   0.00811
   0.97000   0.08226  -0.00647   0.00811
   0.97100   0.08194  -0.00646   0.00811
   0.97200   0.08167  -0.00647   0.00815
   0.97300   0.08140  -0.00649   0.00819
   0.97400   0.08193  -0.00643   0.00813
   0.97500   0.08248  -0.00636   0.00807
   0.97600   0.08268  -0.00632   0.00801
   0.97700   0.08289  -0.00628   0.00795
   0.97800   0.08215  -0.00631   0.00803
   0.97900   0.08140  -0.00634   0.00811
   0.98000   0.08275  -0.00627   0.00798
   0.98100   0.08410  -0.00621   0.00785
   0.98200   0.08386  -0.00624   0.00790
   0.98300   0.08362  -0.00627   0.00794
   0.98400   0.08417  -0.00624   0.00789
   0.98500   0.08472  -0.00621   0.00784
   0.98600   0.08472  -0.00615   0.00780
   0.98700   0.08472  -0.00610   0.00776
   0.98800   0.08490  -0.00612   0.00778
   0.98900   0.08508  -0.00613   0.00780
   0.99000   0.08515  -0.00613   0.00779
   0.99100   0.08522  -0.00613   0.00778
   0.99200   0.08515  -0.00617   0.00783
   0.99300   0.08508  -0.00621   0.00787
   0.99400   0.08516  -0.00619   0.00786
   0.99500   0.08524  -0.00617   0.00785
   0.99600   0.08536  -0.00618   0.00785
   0.99700   0.08549  -0.00618   0.00784
   0.99800   0.08559  -0.00613   0.00779
   0.99900   0.08569  -0.00608   0.00775
   1.00000   0.08600  -0.00612   0.00780
   1.00100   0.08631  -0.00616   0.00785
   1.00200   0.08663  -0.00621   0.00791
   1.00300   0.08695  -0.00623   0.00794
   1.00400   0.08728  -0.00624   0.00794
   1.00500   0.08761  -0.00624   0.00795
   1.00600   0.08795  -0.00624   0.00796
   1.00700   0.08829  -0.00624   0.00796
   1.00800   0.08831  -0.00623   0.00794
   1.00900   0.08801  -0.00618   0.00789
   1.01000   0.08772  -0.00614   0.00784
   1.01100   0.08743  -0.00610   0.00779
   1.01200   0.08714  -0.00606   0.00774
   1.01300   0.08702  -0.00603   0.00770
   1.01400   0.08707  -0.00601   0.00768
   1.01500   0.08713  -0.00600   0.00766
   1.01600   0.08718  -0.00598   0.00764
   1.01700   0.08724  -0.00596   0.00761
   1.01800   0.08728  -0.00595   0.00760
   1.01900   0.08732  -0.00595   0.00760
   1.02000   0.08735  -0.00595   0.00760
   1.02100   0.08738  -0.00596   0.00760
   1.02200   0.08742  -0.00596   0.00760
   1.02300   0.08748  -0.00596   0.00760
   1.02400   0.08759  -0.00597   0.00761
   1.02500   0.08769  -0.00597   0.00761
   1.02600   0.08779  -0.00597   0.00761
   1.02700   0.08789  -0.00598   0.00761
   1.02800   0.08794  -0.00598   0.00761
   1.02900   0.08794  -0.00598   0.00761
   1.03000   0.08793  -0.00598   0.00761
   1.03100   0.08793  -0.00598   0.00761
   1.03200   0.08793  -0.00597   0.00761
   1.03300   0.08796  -0.00597   0.00760
   1.03400   0.08804  -0.00595   0.00759
   1.03500   0.08812  -0.00594   0.00757
   1.03600   0.08819  -0.00592   0.00756
   1.03700   0.08827  -0.00591   0.00754
   1.03800   0.08840  -0.00590   0.00754
   1.03900   0.08858  -0.00591   0.00754
   1.04000   0.08877  -0.00592   0.00755
   1.04100   0.08895  -0.00592   0.00756
   1.04200   0.08914  -0.00593   0.00756
   1.04300   0.08929  -0.00593   0.00756
   1.04400   0.08940  -0.00593   0.00756
   1.04500   0.08952  -0.00592   0.00756
   1.04600   0.08964  -0.00592   0.00756
   1.04700   0.08976  -0.00592   0.00756
   1.04800   0.08986  -0.00591   0.00755
   1.04900   0.08995  -0.00590   0.00754
   1.05000   0.09005  -0.00589   0.00753
   1.05100   0.09014  -0.00588   0.00752
   1.05200   0.09023  -0.00587   0.00751
   1.05300   0.09027  -0.00586   0.00750
   1.05400   0.09026  -0.00584   0.00749
   1.05500   0.09024  -0.00582   0.00747
   1.05600   0.09023  -0.00580   0.00746
   1.05700   0.09022  -0.00579   0.00744
   1.05800   0.09031  -0.00577   0.00743
   1.05900   0.09050  -0.00576   0.00742
   1.06000   0.09069  -0.00575   0.00741
   1.06100   0.09088  -0.00574   0.00739
   1.06200   0.09107  -0.00573   0.00738
   1.06300   0.09128  -0.00572   0.00738
   1.06400   0.09150  -0.00573   0.00738
   1.06500   0.09173  -0.00573   0.00738
   1.06600   0.09196  -0.00573   0.00739
   1.06700   0.09219  -0.00574   0.00739
   1.06800   0.09227  -0.00574   0.00740
   1.06900   0.09222  -0.00575   0.00741
   1.07000   0.09216  -0.00576   0.00742
   1.07100   0.09210  -0.00577   0.00742
   1.07200   0.09204  -0.00578   0.00743
   1.07300   0.09203  -0.00576   0.00742
   1.07400   0.09207  -0.00571   0.00738
   1.07500   0.09212  -0.00566   0.00734
   1.07600   0.09216  -0.00561   0.00729
   1.07700   0.09220  -0.00557   0.00725
   1.07800   0.09222  -0.00553   0.00723
   1.07900   0.09221  -0.00551   0.00721
   1.08000   0.09220  -0.00549   0.00720
   1.08100   0.09219  -0.00547   0.00719
   1.08200   0.09218  -0.00545   0.00717
   1.08300   0.09228  -0.00544   0.00716
   1.08400   0.09249  -0.00543   0.00714
   1.08500   0.09270  -0.00542   0.00713
   1.08600   0.09292  -0.00542   0.00711
   1.08700   0.09313  -0.00541   0.00709
   1.08800   0.09367  -0.00544   0.00712
   1.08900   0.09454  -0.00552   0.00720
   1.09000   0.09543  -0.00559   0.00728
   1.09100   0.09633  -0.00567   0.00736
   1.09200   0.09725  -0.00575   0.00744
   1.09300   0.09744  -0.00574   0.00744
   1.09400   0.09691  -0.00566   0.00735
   1.09500   0.09637  -0.00558   0.00726
   1.09600   0.09585  -0.00549   0.00717
   1.09700   0.09532  -0.00541   0.00709
   1.09800   0.09499  -0.00538   0.00705
   1.09900   0.09486  -0.00540   0.00707
   1.10000   0.09473  -0.00542   0.00708
   1.10100   0.09460  -0.00544   0.00709
   1.10200   0.09447  -0.00545   0.00711
   1.10300   0.09444  -0.00547   0.00712
   1.10400   0.09453  -0.00548   0.00712
   1.10500   0.09463  -0.00548   0.00712
   1.10600   0.09472  -0.00549   0.00713
   1.10700   0.09481  -0.00550   0.00713
   1.10800   0.09490  -0.00550   0.00713
   1.10900   0.09501  -0.00550   0.00712
   1.11000   0.09512  -0.00549   0.00711
   1.11100   0.09523  -0.00548   0.00710
   1.11200   0.09533  -0.00547   0.00710
   1.11300   0.09540  -0.00546   0.00709
   1.11400   0.09543  -0.00545   0.00708
   1.11500   0.09547  -0.00544   0.00707
   1.11600   0.09550  -0.00543   0.00707
   1.11700   0.09553  -0.00541   0.00706
   1.11800   0.09559  -0.00541   0.00705
   1.11900   0.09570  -0.00541   0.00705
   1.12000   0.09580  -0.00541   0.00705
   1.12100   0.09591  -0.00542   0.00704
   1.12200   0.09601  -0.00542   0.00704
   1.12300   0.09608  -0.00541   0.00704
   1.12400   0.09613  -0.00539   0.00703
   1.12500   0.09618  -0.00537   0.00702
   1.12600   0.09622  -0.00535   0.00701
   1.12700   0.09627  -0.00533   0.00701
   1.12800   0.09638  -0.00533   0.00700
   1.12900   0.09654  -0.00533   0.00700
   1.13000   0.09671  -0.00534   0.00700
   1.13100   0.09688  -0.00535   0.00700
   1.13200   0.09704  -0.00536   0.00701
   1.13300   0.09706  -0.00537   0.00701
   1.13400   0.09693  -0.00539   0.00703
   1.13500   0.09680  -0.00540   0.00704
   1.13600   0.09666  -0.00542   0.00705
   1.13700   0.09653  -0.00543   0.00706
   1.13800   0.09648  -0.00544   0.00707
   1.13900   0.09650  -0.00544   0.00708
   1.14000   0.09653  -0.00544   0.00709
   1.14100   0.09656  -0.00544   0.00709
   1.14200   0.09659  -0.00544   0.00710
   1.14300   0.09673  -0.00543   0.00709
   1.14400   0.09699  -0.00541   0.00706
   1.14500   0.09725  -0.00539   0.00703
   1.14600   0.09751  -0.00537   0.00700
   1.14700   0.09777  -0.00535   0.00697
   1.14800   0.09799  -0.00534   0.00695
   1.14900   0.09817  -0.00533   0.00693
   1.15000   0.09834  -0.00532   0.00691
   1.15100   0.09852  -0.00531   0.00689
   1.15200   0.09870  -0.00530   0.00687
   1.15300   0.09880  -0.00529   0.00685
   1.15400   0.09881  -0.00527   0.00684
   1.15500   0.09882  -0.00526   0.00683
   1.15600   0.09882  -0.00524   0.00682
   1.15700   0.09883  -0.00522   0.00681
   1.15800   0.09882  -0.00522   0.00681
   1.15900   0.09880  -0.00522   0.00683
   1.16000   0.09877  -0.00522   0.00684
   1.16100   0.09874  -0.00522   0.00686
   1.16200   0.09871  -0.00522   0.00687
   1.16300   0.09882  -0.00523   0.00688
   1.16400   0.09907  -0.00524   0.00687
   1.16500   0.09933  -0.00525   0.00687
   1.16600   0.09958  -0.00526   0.00687
   1.16700   0.09984  -0.00527   0.00686
   1.16800   0.10002  -0.00527   0.00685
   1.16900   0.10013  -0.00526   0.00683
   1.17000   0.10024  -0.00525   0.00681
   1.17100   0.10035  -0.00524   0.00679
   1.17200   0.10046  -0.00523   0.00677
   1.17300   0.10055  -0.00524   0.00677
   1.17400   0.10064  -0.00525   0.00679
   1.17500   0.10073  -0.00526   0.00681
   1.17600   0.10082  -0.00528   0.00684
   1.17700   0.10091  -0.00529   0.00686
   1.17800   0.10090  -0.00526   0.00684
   1.17900   0.10080  -0.00519   0.00678
   1.18000   0.10070  -0.00511   0.00673
   1.18100   0.10060  -0.00504   0.00667
   1.18200   0.10050  -0.00496   0.00661
   1.18300   0.10047  -0.00494   0.00659
   1.18400   0.10053  -0.00497   0.00662
   1.18500   0.10058  -0.00500   0.00664
   1.18600   0.10064  -0.00504   0.00667
   1.18700   0.10070  -0.00507   0.00670
   1.18800   0.10087  -0.00509   0.00670
   1.18900   0.10117  -0.00510   0.00669
   1.19000   0.10146  -0.00511   0.00667
   1.19100   0.10175  -0.00513   0.00666
   1.19200   0.10204  -0.00514   0.00664
   1.19300   0.10205  -0.00511   0.00662
   1.19400   0.10177  -0.00505   0.00659
   1.19500   0.10148  -0.00498   0.00656
   1.19600   0.10120  -0.00492   0.00653
   1.19700   0.10091  -0.00485   0.00650
   1.19800   0.10100  -0.00482   0.00647
   1.19900   0.10148  -0.00483   0.00645
   1.20000   0.10196  -0.00484   0.00642
   1.20100   0.10243  -0.00485   0.00640
   1.20200   0.10291  -0.00486   0.00638
   1.20300   0.10315  -0.00486   0.00636
   1.20400   0.10318  -0.00485   0.00635
   1.20500   0.10320  -0.00483   0.00633
   1.20600   0.10322  -0.00482   0.00632
   1.20700   0.10324  -0.00480   0.00631
   1.20800   0.10335  -0.00481   0.00631
   1.20900   0.10355  -0.00483   0.00632
   1.21000   0.10375  -0.00486   0.00634
   1.21100   0.10395  -0.00489   0.00635
   1.21200   0.10415  -0.00491   0.00637
   1.21300   0.10428  -0.00494   0.00638
   1.21400   0.10434  -0.00496   0.00640
   1.21500   0.10440  -0.00499   0.00643
   1.21600   0.10447  -0.00501   0.00645
   1.21700   0.10453  -0.00504   0.00647
   1.21800   0.10460  -0.00505   0.00647
   1.21900   0.10469  -0.00503   0.00646
   1.22000   0.10477  -0.00502   0.00644
   1.22100   0.10485  -0.00501   0.00643
   1.22200   0.10494  -0.00500   0.00641
   1.22300   0.10504  -0.00499   0.00640
   1.22400   0.10516  -0.00497   0.00638
   1.22500   0.10528  -0.00495   0.00637
   1.22600   0.10541  -0.00494   0.00635
   1.22700   0.10553  -0.00492   0.00634
   1.22800   0.10562  -0.00492   0.00633
   1.22900   0.10566  -0.00492   0.00633
   1.23000   0.10571  -0.00493   0.00634
   1.23100   0.10575  -0.00494   0.00634
   1.23200   0.10580  -0.00495   0.00635
   1.23300   0.10589  -0.00495   0.00635
   1.23400   0.10603  -0.00495   0.00634
   1.23500   0.10617  -0.00494   0.00632
   1.23600   0.10631  -0.00494   0.00631
   1.23700   0.10645  -0.00493   0.00630
   1.23800   0.10652  -0.00492   0.00629
   1.23900   0.10652  -0.00491   0.00627
   1.24000   0.10652  -0.00489   0.00626
   1.24100   0.10652  -0.00487   0.00624
   1.24200   0.10653  -0.00485   0.00623
   1.24300   0.10661  -0.00485   0.00622
   1.24400   0.10678  -0.00486   0.00622
   1.24500   0.10695  -0.00487   0.00623
   1.24600   0.10711  -0.00488   0.00623
   1.24700   0.10728  -0.00490   0.00623
   1.24800   0.10737  -0.00490   0.00623
   1.24900   0.10737  -0.00490   0.00624
   1.25000   0.10738  -0.00489   0.00624
   1.25100   0.10738  -0.00489   0.00624
   1.25200   0.10739  -0.00488   0.00624
   1.25300   0.10752  -0.00488   0.00624
   1.25400   0.10778  -0.00488   0.00623
   1.25500   0.10803  -0.00488   0.00621
   1.25600   0.10829  -0.00488   0.00620
   1.25700   0.10855  -0.00489   0.00619
   1.25800   0.10870  -0.00488   0.00618
   1.25900   0.10874  -0.00487   0.00617
   1.26000   0.10878  -0.00486   0.00616
   1.26100   0.10883  -0.00485   0.00614
   1.26200   0.10887  -0.00484   0.00613
   1.26300   0.10890  -0.00483   0.00612
   1.26400   0.10893  -0.00481   0.00610
   1.26500   0.10895  -0.00480   0.00609
   1.26600   0.10897  -0.00478   0.00608
   1.26700   0.10900  -0.00477   0.00606
   1.26800   0.10908  -0.00477   0.00606
   1.26900   0.10923  -0.00478   0.00606
   1.27000   0.10937  -0.00479   0.00607
   1.27100   0.10951  -0.00480   0.00608
   1.27200   0.10966  -0.00481   0.00608
   1.27300   0.10987  -0.00482   0.00608
   1.27400   0.11017  -0.00482   0.00608
   1.27500   0.11046  -0.00483   0.00608
   1.27600   0.11076  -0.00483   0.00608
   1.27700   0.11106  -0.00483   0.00608
   1.27800   0.11173  -0.00484   0.00609
   1.27900   0.11279  -0.00486   0.00612
   1.28000   0.11388  -0.00488   0.00615
   1.28100   0.11500  -0.00490   0.00617
   1.28200   0.11616  -0.00492   0.00620
   1.28300   0.11617  -0.00490   0.00619
   1.28400   0.11504  -0.00486   0.00614
   1.28500   0.11393  -0.00482   0.00609
   1.28600   0.11285  -0.00478   0.00604
   1.28700   0.11180  -0.00474   0.00599
   1.28800   0.11121  -0.00472   0.00597
   1.28900   0.11108  -0.00472   0.00598
   1.29000   0.11095  -0.00472   0.00598
   1.29100   0.11082  -0.00472   0.00599
   1.29200   0.11068  -0.00473   0.00600
   1.29300   0.11078  -0.00472   0.00599
   1.29400   0.11112  -0.00472   0.00596
   1.29500   0.11145  -0.00471   0.00593
   1.29600   0.11178  -0.00470   0.00591
   1.29700   0.11212  -0.00469   0.00588
   1.29800   0.11232  -0.00468   0.00586
   1.29900   0.11239  -0.00467   0.00584
   1.30000   0.11246  -0.00465   0.00582
   1.30100   0.11253  -0.00464   0.00580
   1.30200   0.11260  -0.00462   0.00577
   1.30300   0.11272  -0.00462   0.00576
   1.30400   0.11287  -0.00462   0.00576
   1.30500   0.11303  -0.00463   0.00576
   1.30600   0.11319  -0.00463   0.00575
   1.30700   0.11334  -0.00464   0.00575
   1.30800   0.11329  -0.00464   0.00576
   1.30900   0.11302  -0.00464   0.00579
   1.31000   0.11275  -0.00465   0.00582
   1.31100   0.11248  -0.00465   0.00585
   1.31200   0.11220  -0.00465   0.00587
   1.31300   0.11222  -0.00464   0.00587
   1.31400   0.11253  -0.00462   0.00583
   1.31500   0.11284  -0.00459   0.00579
   1.31600   0.11315  -0.00457   0.00575
   1.31700   0.11347  -0.00454   0.00571
   1.31800   0.11374  -0.00453   0.00568
   1.31900   0.11396  -0.00453   0.00566
   1.32000   0.11419  -0.00452   0.00564
   1.32100   0.11442  -0.00452   0.00562
   1.32200   0.11464  -0.00452   0.00560
   1.32300   0.11475  -0.00450   0.00558
   1.32400   0.11474  -0.00447   0.00555
   1.32500   0.11473  -0.00444   0.00553
   1.32600   0.11472  -0.00441   0.00550
   1.32700   0.11470  -0.00438   0.00548
   1.32800   0.11478  -0.00437   0.00547
   1.32900   0.11496  -0.00440   0.00548
   1.33000   0.11513  -0.00442   0.00549
   1.33100   0.11530  -0.00445   0.00551
   1.33200   0.11548  -0.00447   0.00552
   1.33300   0.11566  -0.00447   0.00551
   1.33400   0.11585  -0.00443   0.00547
   1.33500   0.11604  -0.00440   0.00543
   1.33600   0.11622  -0.00437   0.00539
   1.33700   0.11641  -0.00433   0.00535
   1.33800   0.11660  -0.00433   0.00534
   1.33900   0.11676  -0.00436   0.00536
   1.34000   0.11693  -0.00439   0.00538
   1.34100   0.11710  -0.00442   0.00540
   1.34200   0.11727  -0.00445   0.00542
   1.34300   0.11741  -0.00445   0.00541
   1.34400   0.11751  -0.00443   0.00539
   1.34500   0.11761  -0.00441   0.00536
   1.34600   0.11771  -0.00439   0.00534
   1.34700   0.11781  -0.00437   0.00531
   1.34800   0.11793  -0.00436   0.00530
   1.34900   0.11807  -0.00436   0.00530
   1.35000   0.11821  -0.00436   0.00530
   1.35100   0.11835  -0.00437   0.00530
   1.35200   0.11850  -0.00437   0.00529
   1.35300   0.11859  -0.00434   0.00527
   1.35400   0.11865  -0.00429   0.00522
   1.35500   0.11870  -0.00423   0.00517
   1.35600   0.11876  -0.00418   0.00512
   1.35700   0.11881  -0.00412   0.00506
   1.35800   0.11881  -0.00411   0.00505
   1.35900   0.11874  -0.00414   0.00508
   1.36000   0.11868  -0.00417   0.00511
   1.36100   0.11861  -0.00420   0.00514
   1.36200   0.11855  -0.00423   0.00517
   1.36300   0.11869  -0.00424   0.00516
   1.36400   0.11905  -0.00422   0.00512
   1.36500   0.11940  -0.00419   0.00509
   1.36600   0.11975  -0.00417   0.00505
   1.36700   0.12011  -0.00415   0.00501
   1.36800   0.12045  -0.00414   0.00499
   1.36900   0.12079  -0.00415   0.00499
   1.37000   0.12113  -0.00417   0.00498
   1.37100   0.12147  -0.00418   0.00498
   1.37200   0.12181  -0.00419   0.00497
   1.37300   0.12197  -0.00418   0.00496
   1.37400   0.12193  -0.00416   0.00495
   1.37500   0.12190  -0.00414   0.00493
   1.37600   0.12186  -0.00413   0.00492
   1.37700   0.12183  -0.00411   0.00490
   1.37800   0.12189  -0.00409   0.00488
   1.37900   0.12205  -0.00409   0.00487
   1.38000   0.12221  -0.00409   0.00485
   1.38100   0.12237  -0.00408   0.00484
   1.38200   0.12252  -0.00408   0.00482
   1.38300   0.12254  -0.00408   0.00482
   1.38400   0.12241  -0.00408   0.00482
   1.38500   0.12228  -0.00408   0.00483
   1.38600   0.12215  -0.00408   0.00483
   1.38700   0.12202  -0.00409   0.00484
   1.38800   0.12215  -0.00408   0.00483
   1.38900   0.12254  -0.00407   0.00480
   1.39000   0.12294  -0.00405   0.00477
   1.39100   0.12333  -0.00404   0.00474
   1.39200   0.12373  -0.00403   0.00471
   1.39300   0.12400  -0.00402   0.00469
   1.39400   0.12413  -0.00401   0.00467
   1.39500   0.12427  -0.00400   0.00466
   1.39600   0.12440  -0.00399   0.00464
   1.39700   0.12454  -0.00398   0.00462
