# FORPRINT: Tue Nov 29 08:32:13 2016
# lambda[um]  F1       F2
   0.78900  2.05e-10  1.36e-11
   0.79000  2.04e-10  1.35e-11
   0.79100  2.03e-10  1.35e-11
   0.79200  2.02e-10  1.34e-11
   0.79300  2.00e-10  1.34e-11
   0.79400  2.01e-10  1.33e-11
   0.79500  2.01e-10  1.33e-11
   0.79600  2.02e-10  1.35e-11
   0.79700  2.03e-10  1.37e-11
   0.79800  2.03e-10  1.37e-11
   0.79900  2.03e-10  1.36e-11
   0.80000  2.02e-10  1.36e-11
   0.80100  2.01e-10  1.36e-11
   0.80200  2.01e-10  1.36e-11
   0.80300  2.01e-10  1.36e-11
   0.80400  2.00e-10  1.36e-11
   0.80500  2.00e-10  1.36e-11
   0.80600  2.00e-10  1.36e-11
   0.80700  2.01e-10  1.37e-11
   0.80800  2.00e-10  1.36e-11
   0.80900  1.99e-10  1.35e-11
   0.81000  1.99e-10  1.36e-11
   0.81100  2.00e-10  1.37e-11
   0.81200  2.00e-10  1.38e-11
   0.81300  2.00e-10  1.38e-11
   0.81400  2.00e-10  1.38e-11
   0.81500  1.99e-10  1.38e-11
   0.81600  1.99e-10  1.38e-11
   0.81700  1.99e-10  1.38e-11
   0.81800  1.97e-10  1.34e-11
   0.81900  1.95e-10  1.30e-11
   0.82000  1.95e-10  1.33e-11
   0.82100  1.95e-10  1.36e-11
   0.82200  1.95e-10  1.36e-11
   0.82300  1.95e-10  1.37e-11
   0.82400  1.95e-10  1.37e-11
   0.82500  1.96e-10  1.38e-11
   0.82600  1.96e-10  1.39e-11
   0.82700  1.97e-10  1.40e-11
   0.82800  1.97e-10  1.39e-11
   0.82900  1.97e-10  1.39e-11
   0.83000  1.95e-10  1.38e-11
   0.83100  1.94e-10  1.37e-11
   0.83200  1.93e-10  1.35e-11
   0.83300  1.92e-10  1.34e-11
   0.83400  1.93e-10  1.35e-11
   0.83500  1.94e-10  1.37e-11
   0.83600  1.94e-10  1.37e-11
   0.83700  1.95e-10  1.37e-11
   0.83800  1.93e-10  1.34e-11
   0.83900  1.92e-10  1.30e-11
   0.84000  1.93e-10  1.34e-11
   0.84100  1.94e-10  1.38e-11
   0.84200  1.93e-10  1.35e-11
   0.84300  1.91e-10  1.33e-11
   0.84400  1.91e-10  1.35e-11
   0.84500  1.91e-10  1.37e-11
   0.84600  1.91e-10  1.36e-11
   0.84700  1.90e-10  1.35e-11
   0.84800  1.89e-10  1.36e-11
   0.84900  1.88e-10  1.36e-11
   0.85000  1.85e-10  1.33e-11
   0.85100  1.81e-10  1.29e-11
   0.85200  1.84e-10  1.32e-11
   0.85300  1.87e-10  1.35e-11
   0.85400  1.74e-10  1.26e-11
   0.85500  1.62e-10  1.17e-11
   0.85600  1.76e-10  1.28e-11
   0.85700  1.91e-10  1.39e-11
   0.85800  1.89e-10  1.38e-11
   0.85900  1.87e-10  1.38e-11
   0.86000  1.87e-10  1.38e-11
   0.86100  1.87e-10  1.37e-11
   0.86200  1.88e-10  1.38e-11
   0.86300  1.90e-10  1.39e-11
   0.86400  1.88e-10  1.39e-11
   0.86500  1.87e-10  1.38e-11
   0.86600  1.75e-10  1.28e-11
   0.86700  1.63e-10  1.19e-11
   0.86800  1.74e-10  1.25e-11
   0.86900  1.84e-10  1.31e-11
   0.87000  1.86e-10  1.35e-11
   0.87100  1.87e-10  1.39e-11
   0.87200  1.87e-10  1.39e-11
   0.87300  1.86e-10  1.39e-11
   0.87400  1.83e-10  1.39e-11
   0.87500  1.80e-10  1.39e-11
   0.87600  1.83e-10  1.39e-11
   0.87700  1.86e-10  1.39e-11
   0.87800  1.86e-10  1.39e-11
   0.87900  1.86e-10  1.40e-11
   0.88000  1.85e-10  1.37e-11
   0.88100  1.83e-10  1.35e-11
   0.88200  1.84e-10  1.35e-11
   0.88300  1.84e-10  1.36e-11
   0.88400  1.84e-10  1.38e-11
   0.88500  1.83e-10  1.40e-11
   0.88600  1.79e-10  1.39e-11
   0.88700  1.76e-10  1.38e-11
   0.88800  1.80e-10  1.40e-11
   0.88900  1.84e-10  1.41e-11
   0.89000  1.85e-10  1.41e-11
   0.89100  1.85e-10  1.42e-11
   0.89200  1.83e-10  1.41e-11
   0.89300  1.82e-10  1.39e-11
   0.89400  1.83e-10  1.39e-11
   0.89500  1.83e-10  1.39e-11
   0.89600  1.83e-10  1.39e-11
   0.89700  1.83e-10  1.40e-11
   0.89800  1.83e-10  1.40e-11
   0.89900  1.83e-10  1.41e-11
   0.90000  1.77e-10  1.38e-11
   0.90100  1.72e-10  1.34e-11
   0.90200  1.75e-10  1.37e-11
   0.90300  1.79e-10  1.39e-11
   0.90400  1.81e-10  1.41e-11
   0.90500  1.83e-10  1.42e-11
   0.90600  1.81e-10  1.42e-11
   0.90700  1.79e-10  1.42e-11
   0.90800  1.77e-10  1.39e-11
   0.90900  1.75e-10  1.37e-11
   0.91000  1.77e-10  1.38e-11
   0.91100  1.78e-10  1.39e-11
   0.91200  1.79e-10  1.40e-11
   0.91300  1.80e-10  1.41e-11
   0.91400  1.80e-10  1.41e-11
   0.91500  1.80e-10  1.41e-11
   0.91600  1.80e-10  1.41e-11
   0.91700  1.80e-10  1.41e-11
   0.91800  1.80e-10  1.42e-11
   0.91900  1.80e-10  1.42e-11
   0.92000  1.78e-10  1.41e-11
   0.92100  1.76e-10  1.40e-11
   0.92200  1.71e-10  1.41e-11
   0.92300  1.66e-10  1.41e-11
   0.92400  1.70e-10  1.40e-11
   0.92500  1.74e-10  1.40e-11
   0.92600  1.75e-10  1.40e-11
   0.92700  1.76e-10  1.40e-11
   0.92800  1.77e-10  1.40e-11
   0.92900  1.77e-10  1.40e-11
   0.93000  1.77e-10  1.41e-11
   0.93100  1.77e-10  1.41e-11
   0.93200  1.77e-10  1.41e-11
   0.93300  1.77e-10  1.41e-11
   0.93400  1.76e-10  1.41e-11
   0.93500  1.76e-10  1.41e-11
   0.93600  1.76e-10  1.40e-11
   0.93700  1.76e-10  1.39e-11
   0.93800  1.76e-10  1.40e-11
   0.93900  1.76e-10  1.41e-11
   0.94000  1.73e-10  1.40e-11
   0.94100  1.69e-10  1.38e-11
   0.94200  1.72e-10  1.40e-11
   0.94300  1.74e-10  1.41e-11
   0.94400  1.73e-10  1.40e-11
   0.94500  1.73e-10  1.38e-11
   0.94600  1.73e-10  1.40e-11
   0.94700  1.74e-10  1.41e-11
   0.94800  1.74e-10  1.41e-11
   0.94900  1.74e-10  1.42e-11
   0.95000  1.74e-10  1.41e-11
   0.95100  1.73e-10  1.41e-11
   0.95200  1.72e-10  1.41e-11
   0.95300  1.71e-10  1.41e-11
   0.95400  1.66e-10  1.40e-11
   0.95500  1.60e-10  1.39e-11
   0.95600  1.65e-10  1.39e-11
   0.95700  1.70e-10  1.39e-11
   0.95800  1.71e-10  1.40e-11
   0.95900  1.72e-10  1.42e-11
   0.96000  1.71e-10  1.41e-11
   0.96100  1.70e-10  1.40e-11
   0.96200  1.70e-10  1.40e-11
   0.96300  1.69e-10  1.40e-11
   0.96400  1.69e-10  1.38e-11
   0.96500  1.69e-10  1.36e-11
   0.96600  1.69e-10  1.37e-11
   0.96700  1.68e-10  1.37e-11
   0.96800  1.69e-10  1.39e-11
   0.96900  1.70e-10  1.40e-11
   0.97000  1.70e-10  1.39e-11
   0.97100  1.69e-10  1.39e-11
   0.97200  1.69e-10  1.38e-11
   0.97300  1.69e-10  1.38e-11
   0.97400  1.68e-10  1.38e-11
   0.97500  1.68e-10  1.38e-11
   0.97600  1.68e-10  1.39e-11
   0.97700  1.68e-10  1.39e-11
   0.97800  1.68e-10  1.38e-11
   0.97900  1.67e-10  1.36e-11
   0.98000  1.67e-10  1.39e-11
   0.98100  1.67e-10  1.41e-11
   0.98200  1.67e-10  1.40e-11
   0.98300  1.67e-10  1.40e-11
   0.98400  1.67e-10  1.41e-11
   0.98500  1.67e-10  1.41e-11
   0.98600  1.66e-10  1.41e-11
   0.98700  1.66e-10  1.40e-11
   0.98800  1.65e-10  1.40e-11
   0.98900  1.65e-10  1.40e-11
   0.99000  1.65e-10  1.41e-11
   0.99100  1.65e-10  1.41e-11
   0.99200  1.65e-10  1.41e-11
   0.99300  1.65e-10  1.41e-11
   0.99400  1.65e-10  1.41e-11
   0.99500  1.65e-10  1.41e-11
   0.99600  1.65e-10  1.41e-11
   0.99700  1.65e-10  1.41e-11
   0.99800  1.65e-10  1.41e-11
   0.99900  1.64e-10  1.41e-11
   1.00000  1.64e-10  1.41e-11
   1.00100  1.63e-10  1.40e-11
   1.00200  1.62e-10  1.40e-11
   1.00300  1.61e-10  1.40e-11
   1.00400  1.61e-10  1.40e-11
   1.00500  1.60e-10  1.40e-11
   1.00600  1.59e-10  1.40e-11
   1.00700  1.58e-10  1.40e-11
   1.00800  1.58e-10  1.40e-11
   1.00900  1.59e-10  1.40e-11
   1.01000  1.60e-10  1.40e-11
   1.01100  1.60e-10  1.40e-11
   1.01200  1.61e-10  1.40e-11
   1.01300  1.61e-10  1.40e-11
   1.01400  1.61e-10  1.40e-11
   1.01500  1.61e-10  1.40e-11
   1.01600  1.60e-10  1.40e-11
   1.01700  1.60e-10  1.40e-11
   1.01800  1.60e-10  1.39e-11
   1.01900  1.60e-10  1.40e-11
   1.02000  1.60e-10  1.40e-11
   1.02100  1.60e-10  1.40e-11
   1.02200  1.60e-10  1.40e-11
   1.02300  1.60e-10  1.40e-11
   1.02400  1.60e-10  1.40e-11
   1.02500  1.59e-10  1.40e-11
   1.02600  1.59e-10  1.40e-11
   1.02700  1.59e-10  1.40e-11
   1.02800  1.59e-10  1.40e-11
   1.02900  1.59e-10  1.40e-11
   1.03000  1.58e-10  1.39e-11
   1.03100  1.58e-10  1.39e-11
   1.03200  1.58e-10  1.39e-11
   1.03300  1.57e-10  1.38e-11
   1.03400  1.57e-10  1.38e-11
   1.03500  1.57e-10  1.38e-11
   1.03600  1.57e-10  1.38e-11
   1.03700  1.57e-10  1.38e-11
   1.03800  1.57e-10  1.38e-11
   1.03900  1.57e-10  1.39e-11
   1.04000  1.57e-10  1.39e-11
   1.04100  1.56e-10  1.39e-11
   1.04200  1.56e-10  1.39e-11
   1.04300  1.56e-10  1.39e-11
   1.04400  1.56e-10  1.39e-11
   1.04500  1.55e-10  1.39e-11
   1.04600  1.55e-10  1.39e-11
   1.04700  1.54e-10  1.39e-11
   1.04800  1.54e-10  1.39e-11
   1.04900  1.54e-10  1.39e-11
   1.05000  1.54e-10  1.39e-11
   1.05100  1.54e-10  1.39e-11
   1.05200  1.54e-10  1.39e-11
   1.05300  1.54e-10  1.39e-11
   1.05400  1.54e-10  1.39e-11
   1.05500  1.54e-10  1.39e-11
   1.05600  1.53e-10  1.38e-11
   1.05700  1.53e-10  1.38e-11
   1.05800  1.53e-10  1.38e-11
   1.05900  1.53e-10  1.38e-11
   1.06000  1.52e-10  1.38e-11
   1.06100  1.52e-10  1.38e-11
   1.06200  1.52e-10  1.38e-11
   1.06300  1.51e-10  1.38e-11
   1.06400  1.51e-10  1.38e-11
   1.06500  1.50e-10  1.38e-11
   1.06600  1.50e-10  1.38e-11
   1.06700  1.49e-10  1.37e-11
   1.06800  1.49e-10  1.37e-11
   1.06900  1.49e-10  1.37e-11
   1.07000  1.49e-10  1.37e-11
   1.07100  1.49e-10  1.37e-11
   1.07200  1.49e-10  1.38e-11
   1.07300  1.49e-10  1.38e-11
   1.07400  1.49e-10  1.37e-11
   1.07500  1.49e-10  1.37e-11
   1.07600  1.49e-10  1.37e-11
   1.07700  1.49e-10  1.37e-11
   1.07800  1.48e-10  1.37e-11
   1.07900  1.48e-10  1.36e-11
   1.08000  1.48e-10  1.36e-11
   1.08100  1.47e-10  1.36e-11
   1.08200  1.47e-10  1.35e-11
   1.08300  1.47e-10  1.35e-11
   1.08400  1.47e-10  1.36e-11
   1.08500  1.46e-10  1.36e-11
   1.08600  1.46e-10  1.36e-11
   1.08700  1.46e-10  1.36e-11
   1.08800  1.46e-10  1.36e-11
   1.08900  1.45e-10  1.37e-11
   1.09000  1.44e-10  1.37e-11
   1.09100  1.42e-10  1.37e-11
   1.09200  1.41e-10  1.37e-11
   1.09300  1.41e-10  1.38e-11
   1.09400  1.42e-10  1.37e-11
   1.09500  1.42e-10  1.37e-11
   1.09600  1.43e-10  1.37e-11
   1.09700  1.43e-10  1.37e-11
   1.09800  1.44e-10  1.37e-11
   1.09900  1.44e-10  1.37e-11
   1.10000  1.44e-10  1.37e-11
   1.10100  1.45e-10  1.37e-11
   1.10200  1.45e-10  1.37e-11
   1.10300  1.45e-10  1.37e-11
   1.10400  1.45e-10  1.37e-11
   1.10500  1.45e-10  1.37e-11
   1.10600  1.45e-10  1.38e-11
   1.10700  1.45e-10  1.38e-11
   1.10800  1.45e-10  1.38e-11
   1.10900  1.45e-10  1.38e-11
   1.11000  1.45e-10  1.37e-11
   1.11100  1.44e-10  1.37e-11
   1.11200  1.44e-10  1.37e-11
   1.11300  1.44e-10  1.37e-11
   1.11400  1.44e-10  1.37e-11
   1.11500  1.43e-10  1.37e-11
   1.11600  1.43e-10  1.37e-11
   1.11700  1.43e-10  1.37e-11
   1.11800  1.43e-10  1.37e-11
   1.11900  1.43e-10  1.37e-11
   1.12000  1.43e-10  1.37e-11
   1.12100  1.43e-10  1.37e-11
   1.12200  1.43e-10  1.37e-11
   1.12300  1.42e-10  1.37e-11
   1.12400  1.42e-10  1.36e-11
   1.12500  1.41e-10  1.36e-11
   1.12600  1.41e-10  1.36e-11
   1.12700  1.40e-10  1.35e-11
   1.12800  1.40e-10  1.35e-11
   1.12900  1.40e-10  1.35e-11
   1.13000  1.40e-10  1.35e-11
   1.13100  1.40e-10  1.36e-11
   1.13200  1.40e-10  1.36e-11
   1.13300  1.40e-10  1.36e-11
   1.13400  1.40e-10  1.35e-11
   1.13500  1.40e-10  1.35e-11
   1.13600  1.40e-10  1.35e-11
   1.13700  1.40e-10  1.35e-11
   1.13800  1.39e-10  1.34e-11
   1.13900  1.39e-10  1.34e-11
   1.14000  1.39e-10  1.34e-11
   1.14100  1.38e-10  1.34e-11
   1.14200  1.38e-10  1.33e-11
   1.14300  1.38e-10  1.33e-11
   1.14400  1.38e-10  1.34e-11
   1.14500  1.38e-10  1.35e-11
   1.14600  1.39e-10  1.35e-11
   1.14700  1.39e-10  1.36e-11
   1.14800  1.39e-10  1.36e-11
   1.14900  1.39e-10  1.36e-11
   1.15000  1.39e-10  1.36e-11
   1.15100  1.38e-10  1.36e-11
   1.15200  1.38e-10  1.36e-11
   1.15300  1.38e-10  1.36e-11
   1.15400  1.38e-10  1.36e-11
   1.15500  1.38e-10  1.36e-11
   1.15600  1.37e-10  1.36e-11
   1.15700  1.37e-10  1.35e-11
   1.15800  1.37e-10  1.35e-11
   1.15900  1.36e-10  1.35e-11
   1.16000  1.36e-10  1.34e-11
   1.16100  1.35e-10  1.34e-11
   1.16200  1.35e-10  1.33e-11
   1.16300  1.35e-10  1.33e-11
   1.16400  1.35e-10  1.33e-11
   1.16500  1.35e-10  1.34e-11
   1.16600  1.34e-10  1.34e-11
   1.16700  1.34e-10  1.34e-11
   1.16800  1.34e-10  1.34e-11
   1.16900  1.35e-10  1.35e-11
   1.17000  1.35e-10  1.35e-11
   1.17100  1.35e-10  1.35e-11
   1.17200  1.35e-10  1.36e-11
   1.17300  1.35e-10  1.36e-11
   1.17400  1.34e-10  1.35e-11
   1.17500  1.34e-10  1.35e-11
   1.17600  1.33e-10  1.34e-11
   1.17700  1.32e-10  1.34e-11
   1.17800  1.32e-10  1.33e-11
   1.17900  1.32e-10  1.33e-11
   1.18000  1.32e-10  1.33e-11
   1.18100  1.32e-10  1.33e-11
   1.18200  1.32e-10  1.33e-11
   1.18300  1.32e-10  1.32e-11
   1.18400  1.32e-10  1.32e-11
   1.18500  1.31e-10  1.32e-11
   1.18600  1.31e-10  1.32e-11
   1.18700  1.31e-10  1.32e-11
   1.18800  1.31e-10  1.32e-11
   1.18900  1.31e-10  1.33e-11
   1.19000  1.32e-10  1.33e-11
   1.19100  1.32e-10  1.34e-11
   1.19200  1.32e-10  1.35e-11
   1.19300  1.32e-10  1.35e-11
   1.19400  1.31e-10  1.34e-11
   1.19500  1.30e-10  1.32e-11
   1.19600  1.30e-10  1.31e-11
   1.19700  1.29e-10  1.30e-11
   1.19800  1.29e-10  1.30e-11
   1.19900  1.29e-10  1.31e-11
   1.20000  1.29e-10  1.32e-11
   1.20100  1.29e-10  1.32e-11
   1.20200  1.30e-10  1.33e-11
   1.20300  1.30e-10  1.34e-11
   1.20400  1.29e-10  1.33e-11
   1.20500  1.29e-10  1.33e-11
   1.20600  1.29e-10  1.33e-11
   1.20700  1.29e-10  1.33e-11
   1.20800  1.28e-10  1.33e-11
   1.20900  1.28e-10  1.33e-11
   1.21000  1.28e-10  1.33e-11
   1.21100  1.29e-10  1.34e-11
   1.21200  1.29e-10  1.34e-11
   1.21300  1.29e-10  1.34e-11
   1.21400  1.29e-10  1.34e-11
   1.21500  1.29e-10  1.34e-11
   1.21600  1.29e-10  1.34e-11
   1.21700  1.29e-10  1.35e-11
   1.21800  1.29e-10  1.35e-11
   1.21900  1.28e-10  1.35e-11
   1.22000  1.28e-10  1.34e-11
   1.22100  1.28e-10  1.34e-11
   1.22200  1.28e-10  1.34e-11
   1.22300  1.28e-10  1.34e-11
   1.22400  1.28e-10  1.34e-11
   1.22500  1.27e-10  1.34e-11
   1.22600  1.27e-10  1.34e-11
   1.22700  1.27e-10  1.34e-11
   1.22800  1.27e-10  1.34e-11
   1.22900  1.27e-10  1.34e-11
   1.23000  1.27e-10  1.34e-11
   1.23100  1.26e-10  1.34e-11
   1.23200  1.26e-10  1.34e-11
   1.23300  1.26e-10  1.34e-11
   1.23400  1.26e-10  1.34e-11
   1.23500  1.26e-10  1.34e-11
   1.23600  1.26e-10  1.34e-11
   1.23700  1.26e-10  1.34e-11
   1.23800  1.26e-10  1.34e-11
   1.23900  1.25e-10  1.34e-11
   1.24000  1.25e-10  1.33e-11
   1.24100  1.25e-10  1.33e-11
   1.24200  1.25e-10  1.33e-11
   1.24300  1.25e-10  1.33e-11
   1.24400  1.25e-10  1.33e-11
   1.24500  1.25e-10  1.33e-11
   1.24600  1.25e-10  1.34e-11
   1.24700  1.25e-10  1.34e-11
   1.24800  1.24e-10  1.34e-11
   1.24900  1.24e-10  1.33e-11
   1.25000  1.24e-10  1.33e-11
   1.25100  1.24e-10  1.33e-11
   1.25200  1.24e-10  1.33e-11
   1.25300  1.24e-10  1.33e-11
   1.25400  1.23e-10  1.33e-11
   1.25500  1.23e-10  1.33e-11
   1.25600  1.23e-10  1.33e-11
   1.25700  1.23e-10  1.33e-11
   1.25800  1.23e-10  1.33e-11
   1.25900  1.23e-10  1.33e-11
   1.26000  1.22e-10  1.33e-11
   1.26100  1.22e-10  1.33e-11
   1.26200  1.22e-10  1.33e-11
   1.26300  1.22e-10  1.33e-11
   1.26400  1.22e-10  1.33e-11
   1.26500  1.22e-10  1.33e-11
   1.26600  1.22e-10  1.32e-11
   1.26700  1.21e-10  1.32e-11
   1.26800  1.21e-10  1.32e-11
   1.26900  1.21e-10  1.32e-11
   1.27000  1.21e-10  1.33e-11
   1.27100  1.21e-10  1.33e-11
   1.27200  1.21e-10  1.33e-11
   1.27300  1.21e-10  1.33e-11
   1.27400  1.21e-10  1.33e-11
   1.27500  1.21e-10  1.33e-11
   1.27600  1.20e-10  1.33e-11
   1.27700  1.20e-10  1.33e-11
   1.27800  1.19e-10  1.33e-11
   1.27900  1.17e-10  1.32e-11
   1.28000  1.16e-10  1.32e-11
   1.28100  1.14e-10  1.31e-11
   1.28200  1.12e-10  1.30e-11
   1.28300  1.12e-10  1.30e-11
   1.28400  1.13e-10  1.31e-11
   1.28500  1.15e-10  1.31e-11
   1.28600  1.16e-10  1.31e-11
   1.28700  1.18e-10  1.32e-11
   1.28800  1.18e-10  1.32e-11
   1.28900  1.18e-10  1.32e-11
   1.29000  1.18e-10  1.31e-11
   1.29100  1.18e-10  1.31e-11
   1.29200  1.18e-10  1.31e-11
   1.29300  1.18e-10  1.31e-11
   1.29400  1.18e-10  1.31e-11
   1.29500  1.18e-10  1.32e-11
   1.29600  1.18e-10  1.32e-11
   1.29700  1.18e-10  1.32e-11
   1.29800  1.18e-10  1.33e-11
   1.29900  1.18e-10  1.32e-11
   1.30000  1.18e-10  1.32e-11
   1.30100  1.17e-10  1.32e-11
   1.30200  1.17e-10  1.32e-11
   1.30300  1.17e-10  1.32e-11
   1.30400  1.17e-10  1.32e-11
   1.30500  1.17e-10  1.32e-11
   1.30600  1.17e-10  1.32e-11
   1.30700  1.17e-10  1.32e-11
   1.30800  1.17e-10  1.32e-11
   1.30900  1.16e-10  1.32e-11
   1.31000  1.16e-10  1.31e-11
   1.31100  1.16e-10  1.30e-11
   1.31200  1.16e-10  1.30e-11
   1.31300  1.15e-10  1.29e-11
   1.31400  1.15e-10  1.30e-11
   1.31500  1.15e-10  1.30e-11
   1.31600  1.15e-10  1.30e-11
   1.31700  1.15e-10  1.30e-11
   1.31800  1.15e-10  1.30e-11
   1.31900  1.15e-10  1.31e-11
   1.32000  1.15e-10  1.31e-11
   1.32100  1.15e-10  1.31e-11
   1.32200  1.15e-10  1.32e-11
   1.32300  1.15e-10  1.32e-11
   1.32400  1.15e-10  1.31e-11
   1.32500  1.14e-10  1.31e-11
   1.32600  1.14e-10  1.31e-11
   1.32700  1.14e-10  1.31e-11
   1.32800  1.14e-10  1.30e-11
   1.32900  1.14e-10  1.31e-11
   1.33000  1.14e-10  1.31e-11
   1.33100  1.14e-10  1.31e-11
   1.33200  1.13e-10  1.31e-11
   1.33300  1.13e-10  1.31e-11
   1.33400  1.13e-10  1.31e-11
   1.33500  1.13e-10  1.31e-11
   1.33600  1.13e-10  1.31e-11
   1.33700  1.13e-10  1.31e-11
   1.33800  1.13e-10  1.31e-11
   1.33900  1.13e-10  1.32e-11
   1.34000  1.13e-10  1.32e-11
   1.34100  1.13e-10  1.32e-11
   1.34200  1.13e-10  1.32e-11
   1.34300  1.13e-10  1.32e-11
   1.34400  1.12e-10  1.32e-11
   1.34500  1.12e-10  1.32e-11
   1.34600  1.12e-10  1.32e-11
   1.34700  1.12e-10  1.32e-11
   1.34800  1.12e-10  1.32e-11
   1.34900  1.12e-10  1.32e-11
   1.35000  1.12e-10  1.32e-11
   1.35100  1.11e-10  1.32e-11
   1.35200  1.11e-10  1.32e-11
   1.35300  1.11e-10  1.32e-11
   1.35400  1.11e-10  1.32e-11
   1.35500  1.11e-10  1.31e-11
   1.35600  1.10e-10  1.31e-11
   1.35700  1.10e-10  1.31e-11
   1.35800  1.10e-10  1.31e-11
   1.35900  1.10e-10  1.31e-11
   1.36000  1.10e-10  1.30e-11
   1.36100  1.10e-10  1.30e-11
   1.36200  1.10e-10  1.30e-11
   1.36300  1.10e-10  1.30e-11
   1.36400  1.10e-10  1.31e-11
   1.36500  1.10e-10  1.31e-11
   1.36600  1.09e-10  1.31e-11
   1.36700  1.09e-10  1.31e-11
   1.36800  1.09e-10  1.31e-11
   1.36900  1.09e-10  1.32e-11
   1.37000  1.09e-10  1.32e-11
   1.37100  1.08e-10  1.32e-11
   1.37200  1.08e-10  1.32e-11
   1.37300  1.08e-10  1.32e-11
   1.37400  1.08e-10  1.32e-11
   1.37500  1.08e-10  1.32e-11
   1.37600  1.08e-10  1.32e-11
   1.37700  1.08e-10  1.32e-11
   1.37800  1.08e-10  1.32e-11
   1.37900  1.08e-10  1.32e-11
   1.38000  1.08e-10  1.32e-11
   1.38100  1.08e-10  1.32e-11
   1.38200  1.08e-10  1.32e-11
   1.38300  1.08e-10  1.32e-11
   1.38400  1.07e-10  1.32e-11
   1.38500  1.07e-10  1.31e-11
   1.38600  1.07e-10  1.31e-11
   1.38700  1.07e-10  1.31e-11
   1.38800  1.07e-10  1.31e-11
   1.38900  1.07e-10  1.31e-11
   1.39000  1.07e-10  1.31e-11
   1.39100  1.07e-10  1.32e-11
   1.39200  1.07e-10  1.32e-11
   1.39300  1.06e-10  1.32e-11
   1.39400  1.06e-10  1.32e-11
   1.39500  1.06e-10  1.32e-11
   1.39600  1.06e-10  1.32e-11
   1.39700  1.06e-10  1.32e-11
   1.39800  1.06e-10  1.32e-11
   1.39900  1.06e-10  1.32e-11
   1.40000  1.06e-10  1.31e-11
   1.40100  1.05e-10  1.31e-11
   1.40200  1.05e-10  1.31e-11
   1.40300  1.05e-10  1.31e-11
   1.40400  1.05e-10  1.31e-11
   1.40500  1.05e-10  1.31e-11
   1.40600  1.05e-10  1.32e-11
   1.40700  1.05e-10  1.32e-11
   1.40800  1.05e-10  1.32e-11
   1.40900  1.05e-10  1.32e-11
   1.41000  1.04e-10  1.32e-11
   1.41100  1.04e-10  1.31e-11
   1.41200  1.04e-10  1.31e-11
   1.41300  1.04e-10  1.31e-11
   1.41400  1.04e-10  1.32e-11
   1.41500  1.04e-10  1.32e-11
   1.41600  1.04e-10  1.32e-11
   1.41700  1.04e-10  1.32e-11
   1.41800  1.04e-10  1.32e-11
   1.41900  1.04e-10  1.32e-11
   1.42000  1.03e-10  1.32e-11
   1.42100  1.03e-10  1.31e-11
   1.42200  1.03e-10  1.31e-11
   1.42300  1.02e-10  1.31e-11
   1.42400  1.02e-10  1.30e-11
   1.42500  1.02e-10  1.30e-11
   1.42600  1.02e-10  1.29e-11
   1.42700  1.02e-10  1.29e-11
   1.42800  1.02e-10  1.29e-11
   1.42900  1.02e-10  1.29e-11
   1.43000  1.02e-10  1.30e-11
   1.43100  1.02e-10  1.31e-11
   1.43200  1.02e-10  1.31e-11
   1.43300  1.02e-10  1.32e-11
   1.43400  1.02e-10  1.32e-11
   1.43500  1.02e-10  1.32e-11
   1.43600  1.02e-10  1.32e-11
   1.43700  1.02e-10  1.32e-11
   1.43800  1.02e-10  1.32e-11
   1.43900  1.01e-10  1.32e-11
   1.44000  1.00e-10  1.31e-11
   1.44100  9.98e-11  1.31e-11
   1.44200  9.91e-11  1.30e-11
   1.44300  9.90e-11  1.30e-11
   1.44400  9.94e-11  1.31e-11
   1.44500  9.98e-11  1.31e-11
   1.44600  1.00e-10  1.32e-11
   1.44700  1.01e-10  1.32e-11
   1.44800  1.01e-10  1.32e-11
   1.44900  1.00e-10  1.32e-11
   1.45000  9.97e-11  1.32e-11
   1.45100  9.93e-11  1.31e-11
   1.45200  9.89e-11  1.31e-11
   1.45300  9.87e-11  1.31e-11
   1.45400  9.89e-11  1.31e-11
   1.45500  9.90e-11  1.31e-11
   1.45600  9.91e-11  1.31e-11
   1.45700  9.93e-11  1.31e-11
   1.45800  9.92e-11  1.32e-11
   1.45900  9.91e-11  1.32e-11
   1.46000  9.90e-11  1.32e-11
   1.46100  9.89e-11  1.32e-11
   1.46200  9.88e-11  1.33e-11
   1.46300  9.87e-11  1.33e-11
   1.46400  9.86e-11  1.33e-11
   1.46500  9.86e-11  1.33e-11
   1.46600  9.85e-11  1.33e-11
   1.46700  9.85e-11  1.33e-11
   1.46800  9.83e-11  1.32e-11
   1.46900  9.80e-11  1.32e-11
   1.47000  9.78e-11  1.32e-11
   1.47100  9.75e-11  1.32e-11
   1.47200  9.72e-11  1.31e-11
   1.47300  9.71e-11  1.31e-11
   1.47400  9.70e-11  1.31e-11
   1.47500  9.69e-11  1.31e-11
   1.47600  9.68e-11  1.32e-11
   1.47700  9.67e-11  1.32e-11
   1.47800  9.66e-11  1.32e-11
   1.47900  9.66e-11  1.32e-11
   1.48000  9.66e-11  1.32e-11
   1.48100  9.65e-11  1.32e-11
   1.48200  9.65e-11  1.32e-11
   1.48300  9.63e-11  1.32e-11
   1.48400  9.60e-11  1.31e-11
   1.48500  9.56e-11  1.31e-11
   1.48600  9.53e-11  1.30e-11
