# FORPRINT: Tue Nov 29 08:32:13 2016
# lambda[um]  F1       F2
  26.92500  4.83e-14  8.59e-15
  26.92600  4.83e-14  8.59e-15
  26.92700  4.83e-14  8.59e-15
  26.92800  4.83e-14  8.58e-15
  26.92900  4.83e-14  8.58e-15
  26.93000  4.83e-14  8.58e-15
  26.93100  4.83e-14  8.58e-15
  26.93200  4.83e-14  8.58e-15
  26.93300  4.83e-14  8.58e-15
  26.93400  4.83e-14  8.58e-15
  26.93500  4.83e-14  8.58e-15
  26.93600  4.83e-14  8.58e-15
  26.93700  4.83e-14  8.58e-15
  26.93800  4.83e-14  8.58e-15
  26.93900  4.83e-14  8.58e-15
  26.94000  4.83e-14  8.58e-15
  26.94100  4.83e-14  8.58e-15
  26.94200  4.83e-14  8.58e-15
  26.94300  4.83e-14  8.58e-15
  26.94400  4.83e-14  8.58e-15
  26.94500  4.83e-14  8.58e-15
  26.94600  4.83e-14  8.58e-15
  26.94700  4.83e-14  8.57e-15
  26.94800  4.83e-14  8.57e-15
  26.94900  4.82e-14  8.57e-15
  26.95000  4.82e-14  8.57e-15
  26.95100  4.82e-14  8.57e-15
  26.95200  4.82e-14  8.57e-15
  26.95300  4.82e-14  8.57e-15
  26.95400  4.82e-14  8.57e-15
  26.95500  4.82e-14  8.57e-15
  26.95600  4.82e-14  8.57e-15
  26.95700  4.82e-14  8.57e-15
  26.95800  4.82e-14  8.57e-15
  26.95900  4.82e-14  8.57e-15
  26.96000  4.82e-14  8.57e-15
  26.96100  4.82e-14  8.57e-15
  26.96200  4.82e-14  8.57e-15
  26.96300  4.82e-14  8.57e-15
  26.96400  4.82e-14  8.57e-15
  26.96500  4.82e-14  8.56e-15
  26.96600  4.82e-14  8.56e-15
  26.96700  4.82e-14  8.56e-15
  26.96800  4.82e-14  8.56e-15
  26.96900  4.82e-14  8.56e-15
  26.97000  4.82e-14  8.56e-15
  26.97100  4.82e-14  8.56e-15
  26.97200  4.82e-14  8.56e-15
  26.97300  4.82e-14  8.56e-15
  26.97400  4.82e-14  8.56e-15
  26.97500  4.82e-14  8.56e-15
  26.97600  4.82e-14  8.56e-15
  26.97700  4.82e-14  8.56e-15
  26.97800  4.82e-14  8.56e-15
  26.97900  4.82e-14  8.56e-15
  26.98000  4.82e-14  8.56e-15
  26.98100  4.82e-14  8.56e-15
  26.98200  4.81e-14  8.56e-15
  26.98300  4.81e-14  8.56e-15
  26.98400  4.81e-14  8.55e-15
  26.98500  4.81e-14  8.55e-15
  26.98600  4.81e-14  8.55e-15
  26.98700  4.81e-14  8.55e-15
  26.98800  4.81e-14  8.55e-15
  26.98900  4.81e-14  8.55e-15
  26.99000  4.81e-14  8.55e-15
  26.99100  4.81e-14  8.55e-15
  26.99200  4.81e-14  8.55e-15
  26.99300  4.81e-14  8.55e-15
  26.99400  4.81e-14  8.55e-15
  26.99500  4.81e-14  8.55e-15
  26.99600  4.81e-14  8.55e-15
  26.99700  4.81e-14  8.55e-15
  26.99800  4.81e-14  8.55e-15
  26.99900  4.81e-14  8.55e-15
  27.00000  4.81e-14  8.55e-15
  27.00100  4.81e-14  8.55e-15
  27.00200  4.81e-14  8.55e-15
  27.00300  4.81e-14  8.54e-15
  27.00400  4.81e-14  8.54e-15
  27.00500  4.81e-14  8.54e-15
  27.00600  4.81e-14  8.54e-15
  27.00700  4.81e-14  8.54e-15
  27.00800  4.81e-14  8.54e-15
  27.00900  4.81e-14  8.54e-15
  27.01000  4.81e-14  8.54e-15
  27.01100  4.81e-14  8.54e-15
  27.01200  4.81e-14  8.54e-15
  27.01300  4.81e-14  8.54e-15
  27.01400  4.81e-14  8.54e-15
  27.01500  4.80e-14  8.54e-15
  27.01600  4.80e-14  8.54e-15
  27.01700  4.80e-14  8.54e-15
  27.01800  4.80e-14  8.54e-15
  27.01900  4.80e-14  8.54e-15
  27.02000  4.80e-14  8.54e-15
  27.02100  4.80e-14  8.53e-15
  27.02200  4.80e-14  8.53e-15
  27.02300  4.80e-14  8.53e-15
  27.02400  4.80e-14  8.53e-15
  27.02500  4.80e-14  8.53e-15
  27.02600  4.80e-14  8.53e-15
  27.02700  4.80e-14  8.53e-15
  27.02800  4.80e-14  8.53e-15
  27.02900  4.80e-14  8.53e-15
  27.03000  4.80e-14  8.53e-15
  27.03100  4.80e-14  8.53e-15
  27.03200  4.80e-14  8.53e-15
  27.03300  4.80e-14  8.53e-15
  27.03400  4.80e-14  8.53e-15
  27.03500  4.80e-14  8.53e-15
  27.03600  4.80e-14  8.53e-15
  27.03700  4.80e-14  8.53e-15
  27.03800  4.80e-14  8.53e-15
  27.03900  4.80e-14  8.53e-15
  27.04000  4.80e-14  8.52e-15
  27.04100  4.80e-14  8.52e-15
  27.04200  4.80e-14  8.52e-15
  27.04300  4.80e-14  8.52e-15
  27.04400  4.80e-14  8.52e-15
  27.04500  4.80e-14  8.52e-15
  27.04600  4.80e-14  8.52e-15
  27.04700  4.80e-14  8.52e-15
  27.04800  4.79e-14  8.52e-15
  27.04900  4.79e-14  8.52e-15
  27.05000  4.79e-14  8.52e-15
  27.05100  4.79e-14  8.52e-15
  27.05200  4.79e-14  8.52e-15
  27.05300  4.79e-14  8.52e-15
  27.05400  4.79e-14  8.52e-15
  27.05500  4.79e-14  8.52e-15
  27.05600  4.79e-14  8.52e-15
  27.05700  4.79e-14  8.52e-15
  27.05800  4.79e-14  8.52e-15
  27.05900  4.79e-14  8.51e-15
  27.06000  4.79e-14  8.51e-15
  27.06100  4.79e-14  8.51e-15
  27.06200  4.79e-14  8.51e-15
  27.06300  4.79e-14  8.51e-15
  27.06400  4.79e-14  8.51e-15
  27.06500  4.79e-14  8.51e-15
  27.06600  4.79e-14  8.51e-15
  27.06700  4.79e-14  8.51e-15
  27.06800  4.79e-14  8.51e-15
  27.06900  4.79e-14  8.51e-15
  27.07000  4.79e-14  8.51e-15
  27.07100  4.79e-14  8.51e-15
  27.07200  4.79e-14  8.51e-15
  27.07300  4.79e-14  8.51e-15
  27.07400  4.79e-14  8.51e-15
  27.07500  4.79e-14  8.51e-15
  27.07600  4.79e-14  8.51e-15
  27.07700  4.79e-14  8.50e-15
  27.07800  4.79e-14  8.50e-15
  27.07900  4.79e-14  8.50e-15
  27.08000  4.79e-14  8.50e-15
  27.08100  4.78e-14  8.50e-15
  27.08200  4.78e-14  8.50e-15
  27.08300  4.78e-14  8.50e-15
  27.08400  4.78e-14  8.50e-15
  27.08500  4.78e-14  8.50e-15
  27.08600  4.78e-14  8.50e-15
  27.08700  4.78e-14  8.50e-15
  27.08800  4.78e-14  8.50e-15
  27.08900  4.78e-14  8.50e-15
  27.09000  4.78e-14  8.50e-15
  27.09100  4.78e-14  8.50e-15
  27.09200  4.78e-14  8.50e-15
  27.09300  4.78e-14  8.50e-15
  27.09400  4.78e-14  8.50e-15
  27.09500  4.78e-14  8.50e-15
  27.09600  4.78e-14  8.49e-15
  27.09700  4.78e-14  8.49e-15
  27.09800  4.78e-14  8.49e-15
  27.09900  4.78e-14  8.49e-15
  27.10000  4.78e-14  8.49e-15
  27.10100  4.78e-14  8.49e-15
  27.10200  4.78e-14  8.49e-15
  27.10300  4.78e-14  8.49e-15
  27.10400  4.78e-14  8.49e-15
  27.10500  4.78e-14  8.49e-15
  27.10600  4.78e-14  8.49e-15
  27.10700  4.78e-14  8.49e-15
  27.10800  4.78e-14  8.49e-15
  27.10900  4.78e-14  8.49e-15
  27.11000  4.78e-14  8.49e-15
  27.11100  4.78e-14  8.49e-15
  27.11200  4.78e-14  8.49e-15
  27.11300  4.78e-14  8.49e-15
  27.11400  4.77e-14  8.49e-15
  27.11500  4.77e-14  8.48e-15
  27.11600  4.77e-14  8.48e-15
  27.11700  4.77e-14  8.48e-15
  27.11800  4.77e-14  8.48e-15
  27.11900  4.77e-14  8.48e-15
  27.12000  4.77e-14  8.48e-15
  27.12100  4.77e-14  8.48e-15
  27.12200  4.77e-14  8.48e-15
  27.12300  4.77e-14  8.48e-15
  27.12400  4.77e-14  8.48e-15
  27.12500  4.77e-14  8.48e-15
  27.12600  4.77e-14  8.48e-15
  27.12700  4.77e-14  8.48e-15
  27.12800  4.77e-14  8.48e-15
  27.12900  4.77e-14  8.48e-15
  27.13000  4.77e-14  8.48e-15
  27.13100  4.77e-14  8.48e-15
  27.13200  4.77e-14  8.48e-15
  27.13300  4.77e-14  8.47e-15
  27.13400  4.77e-14  8.47e-15
  27.13500  4.77e-14  8.47e-15
  27.13600  4.77e-14  8.47e-15
  27.13700  4.77e-14  8.47e-15
  27.13800  4.77e-14  8.47e-15
  27.13900  4.77e-14  8.47e-15
  27.14000  4.77e-14  8.47e-15
  27.14100  4.77e-14  8.47e-15
  27.14200  4.77e-14  8.47e-15
  27.14300  4.77e-14  8.47e-15
  27.14400  4.77e-14  8.47e-15
  27.14500  4.77e-14  8.47e-15
  27.14600  4.77e-14  8.47e-15
  27.14700  4.76e-14  8.47e-15
  27.14800  4.76e-14  8.47e-15
  27.14900  4.76e-14  8.47e-15
  27.15000  4.76e-14  8.47e-15
  27.15100  4.76e-14  8.47e-15
  27.15200  4.76e-14  8.46e-15
  27.15300  4.76e-14  8.46e-15
  27.15400  4.76e-14  8.46e-15
  27.15500  4.76e-14  8.46e-15
  27.15600  4.76e-14  8.46e-15
  27.15700  4.76e-14  8.46e-15
  27.15800  4.76e-14  8.46e-15
  27.15900  4.76e-14  8.46e-15
  27.16000  4.76e-14  8.46e-15
  27.16100  4.76e-14  8.46e-15
  27.16200  4.76e-14  8.46e-15
  27.16300  4.76e-14  8.46e-15
  27.16400  4.76e-14  8.46e-15
  27.16500  4.76e-14  8.46e-15
  27.16600  4.76e-14  8.46e-15
  27.16700  4.76e-14  8.46e-15
  27.16800  4.76e-14  8.46e-15
  27.16900  4.76e-14  8.46e-15
  27.17000  4.76e-14  8.46e-15
  27.17100  4.76e-14  8.45e-15
  27.17200  4.76e-14  8.45e-15
  27.17300  4.76e-14  8.45e-15
  27.17400  4.76e-14  8.45e-15
  27.17500  4.76e-14  8.45e-15
  27.17600  4.76e-14  8.45e-15
  27.17700  4.76e-14  8.45e-15
  27.17800  4.76e-14  8.45e-15
  27.17900  4.76e-14  8.45e-15
  27.18000  4.75e-14  8.45e-15
  27.18100  4.75e-14  8.45e-15
  27.18200  4.75e-14  8.45e-15
  27.18300  4.75e-14  8.45e-15
  27.18400  4.75e-14  8.45e-15
  27.18500  4.75e-14  8.45e-15
  27.18600  4.75e-14  8.45e-15
  27.18700  4.75e-14  8.45e-15
  27.18800  4.75e-14  8.45e-15
  27.18900  4.75e-14  8.44e-15
  27.19000  4.75e-14  8.44e-15
  27.19100  4.75e-14  8.44e-15
  27.19200  4.75e-14  8.44e-15
  27.19300  4.75e-14  8.44e-15
  27.19400  4.75e-14  8.44e-15
  27.19500  4.75e-14  8.44e-15
  27.19600  4.75e-14  8.44e-15
  27.19700  4.75e-14  8.44e-15
  27.19800  4.75e-14  8.44e-15
  27.19900  4.75e-14  8.44e-15
  27.20000  4.75e-14  8.44e-15
  27.20100  4.75e-14  8.44e-15
  27.20200  4.75e-14  8.44e-15
  27.20300  4.75e-14  8.44e-15
  27.20400  4.75e-14  8.44e-15
  27.20500  4.75e-14  8.44e-15
  27.20600  4.75e-14  8.44e-15
  27.20700  4.75e-14  8.44e-15
  27.20800  4.75e-14  8.43e-15
  27.20900  4.75e-14  8.43e-15
  27.21000  4.75e-14  8.43e-15
  27.21100  4.75e-14  8.43e-15
  27.21200  4.75e-14  8.43e-15
  27.21300  4.74e-14  8.43e-15
  27.21400  4.74e-14  8.43e-15
  27.21500  4.74e-14  8.43e-15
  27.21600  4.74e-14  8.43e-15
  27.21700  4.74e-14  8.43e-15
  27.21800  4.74e-14  8.43e-15
  27.21900  4.74e-14  8.43e-15
  27.22000  4.74e-14  8.43e-15
  27.22100  4.74e-14  8.43e-15
  27.22200  4.74e-14  8.43e-15
  27.22300  4.74e-14  8.43e-15
  27.22400  4.74e-14  8.43e-15
  27.22500  4.74e-14  8.43e-15
  27.22600  4.74e-14  8.43e-15
  27.22700  4.74e-14  8.42e-15
  27.22800  4.74e-14  8.42e-15
  27.22900  4.74e-14  8.42e-15
  27.23000  4.74e-14  8.42e-15
  27.23100  4.74e-14  8.42e-15
  27.23200  4.74e-14  8.42e-15
  27.23300  4.74e-14  8.42e-15
  27.23400  4.74e-14  8.42e-15
  27.23500  4.74e-14  8.42e-15
  27.23600  4.74e-14  8.42e-15
  27.23700  4.74e-14  8.42e-15
  27.23800  4.74e-14  8.42e-15
  27.23900  4.74e-14  8.42e-15
  27.24000  4.74e-14  8.42e-15
  27.24100  4.74e-14  8.42e-15
  27.24200  4.74e-14  8.42e-15
  27.24300  4.74e-14  8.42e-15
  27.24400  4.74e-14  8.42e-15
  27.24500  4.74e-14  8.41e-15
  27.24600  4.74e-14  8.41e-15
  27.24700  4.73e-14  8.41e-15
  27.24800  4.73e-14  8.41e-15
  27.24900  4.73e-14  8.41e-15
  27.25000  4.73e-14  8.41e-15
  27.25100  4.73e-14  8.41e-15
  27.25200  4.73e-14  8.41e-15
  27.25300  4.73e-14  8.41e-15
  27.25400  4.73e-14  8.41e-15
  27.25500  4.73e-14  8.41e-15
  27.25600  4.73e-14  8.41e-15
  27.25700  4.73e-14  8.41e-15
  27.25800  4.73e-14  8.41e-15
  27.25900  4.73e-14  8.41e-15
  27.26000  4.73e-14  8.41e-15
  27.26100  4.73e-14  8.41e-15
  27.26200  4.73e-14  8.41e-15
  27.26300  4.73e-14  8.41e-15
  27.26400  4.73e-14  8.40e-15
  27.26500  4.73e-14  8.40e-15
  27.26600  4.73e-14  8.40e-15
  27.26700  4.73e-14  8.40e-15
  27.26800  4.73e-14  8.40e-15
  27.26900  4.73e-14  8.40e-15
  27.27000  4.73e-14  8.40e-15
  27.27100  4.73e-14  8.40e-15
  27.27200  4.73e-14  8.40e-15
  27.27300  4.73e-14  8.40e-15
  27.27400  4.73e-14  8.40e-15
  27.27500  4.73e-14  8.40e-15
  27.27600  4.73e-14  8.40e-15
  27.27700  4.73e-14  8.40e-15
  27.27800  4.73e-14  8.40e-15
  27.27900  4.73e-14  8.40e-15
  27.28000  4.72e-14  8.40e-15
  27.28100  4.72e-14  8.40e-15
  27.28200  4.72e-14  8.40e-15
  27.28300  4.72e-14  8.39e-15
  27.28400  4.72e-14  8.39e-15
  27.28500  4.72e-14  8.39e-15
  27.28600  4.72e-14  8.39e-15
  27.28700  4.72e-14  8.39e-15
  27.28800  4.72e-14  8.39e-15
  27.28900  4.72e-14  8.39e-15
  27.29000  4.72e-14  8.39e-15
  27.29100  4.72e-14  8.39e-15
  27.29200  4.72e-14  8.39e-15
  27.29300  4.72e-14  8.39e-15
  27.29400  4.72e-14  8.39e-15
  27.29500  4.72e-14  8.39e-15
  27.29600  4.72e-14  8.39e-15
  27.29700  4.72e-14  8.39e-15
  27.29800  4.72e-14  8.39e-15
  27.29900  4.72e-14  8.39e-15
  27.30000  4.72e-14  8.39e-15
  27.30100  4.72e-14  8.38e-15
  27.30200  4.72e-14  8.38e-15
  27.30300  4.72e-14  8.38e-15
  27.30400  4.72e-14  8.38e-15
  27.30500  4.72e-14  8.38e-15
  27.30600  4.72e-14  8.38e-15
  27.30700  4.72e-14  8.38e-15
  27.30800  4.72e-14  8.38e-15
  27.30900  4.72e-14  8.38e-15
  27.31000  4.72e-14  8.38e-15
  27.31100  4.72e-14  8.38e-15
  27.31200  4.72e-14  8.38e-15
  27.31300  4.71e-14  8.38e-15
  27.31400  4.71e-14  8.38e-15
  27.31500  4.71e-14  8.38e-15
  27.31600  4.71e-14  8.38e-15
  27.31700  4.71e-14  8.38e-15
  27.31800  4.71e-14  8.38e-15
  27.31900  4.71e-14  8.38e-15
  27.32000  4.71e-14  8.37e-15
  27.32100  4.71e-14  8.37e-15
  27.32200  4.71e-14  8.37e-15
  27.32300  4.71e-14  8.37e-15
  27.32400  4.71e-14  8.37e-15
  27.32500  4.71e-14  8.37e-15
  27.32600  4.71e-14  8.37e-15
  27.32700  4.71e-14  8.37e-15
  27.32800  4.71e-14  8.37e-15
  27.32900  4.71e-14  8.37e-15
  27.33000  4.71e-14  8.37e-15
  27.33100  4.71e-14  8.37e-15
  27.33200  4.71e-14  8.37e-15
  27.33300  4.71e-14  8.37e-15
  27.33400  4.71e-14  8.37e-15
  27.33500  4.71e-14  8.37e-15
  27.33600  4.71e-14  8.37e-15
  27.33700  4.71e-14  8.37e-15
  27.33800  4.71e-14  8.37e-15
  27.33900  4.71e-14  8.36e-15
  27.34000  4.71e-14  8.36e-15
  27.34100  4.71e-14  8.36e-15
  27.34200  4.71e-14  8.36e-15
  27.34300  4.71e-14  8.36e-15
  27.34400  4.71e-14  8.36e-15
  27.34500  4.71e-14  8.36e-15
  27.34600  4.70e-14  8.36e-15
  27.34700  4.70e-14  8.36e-15
  27.34800  4.70e-14  8.36e-15
  27.34900  4.70e-14  8.36e-15
  27.35000  4.70e-14  8.36e-15
  27.35100  4.70e-14  8.36e-15
  27.35200  4.70e-14  8.36e-15
  27.35300  4.70e-14  8.36e-15
  27.35400  4.70e-14  8.36e-15
  27.35500  4.70e-14  8.36e-15
  27.35600  4.70e-14  8.36e-15
  27.35700  4.70e-14  8.35e-15
  27.35800  4.70e-14  8.35e-15
  27.35900  4.70e-14  8.35e-15
  27.36000  4.70e-14  8.35e-15
  27.36100  4.70e-14  8.35e-15
  27.36200  4.70e-14  8.35e-15
  27.36300  4.70e-14  8.35e-15
  27.36400  4.70e-14  8.35e-15
  27.36500  4.70e-14  8.35e-15
  27.36600  4.70e-14  8.35e-15
  27.36700  4.70e-14  8.35e-15
  27.36800  4.70e-14  8.35e-15
  27.36900  4.70e-14  8.35e-15
  27.37000  4.70e-14  8.35e-15
  27.37100  4.70e-14  8.35e-15
  27.37200  4.70e-14  8.35e-15
  27.37300  4.70e-14  8.35e-15
  27.37400  4.70e-14  8.35e-15
  27.37500  4.70e-14  8.35e-15
  27.37600  4.70e-14  8.34e-15
  27.37700  4.70e-14  8.34e-15
  27.37800  4.70e-14  8.34e-15
  27.37900  4.69e-14  8.34e-15
  27.38000  4.69e-14  8.34e-15
  27.38100  4.69e-14  8.34e-15
  27.38200  4.69e-14  8.34e-15
  27.38300  4.69e-14  8.34e-15
  27.38400  4.69e-14  8.34e-15
  27.38500  4.69e-14  8.34e-15
  27.38600  4.69e-14  8.34e-15
  27.38700  4.69e-14  8.34e-15
  27.38800  4.69e-14  8.34e-15
  27.38900  4.69e-14  8.34e-15
  27.39000  4.69e-14  8.34e-15
  27.39100  4.69e-14  8.34e-15
  27.39200  4.69e-14  8.34e-15
  27.39300  4.69e-14  8.34e-15
  27.39400  4.69e-14  8.34e-15
  27.39500  4.69e-14  8.33e-15
  27.39600  4.69e-14  8.33e-15
  27.39700  4.69e-14  8.33e-15
  27.39800  4.69e-14  8.33e-15
  27.39900  4.69e-14  8.33e-15
  27.40000  4.69e-14  8.33e-15
  27.40100  4.69e-14  8.33e-15
  27.40200  4.69e-14  8.33e-15
  27.40300  4.69e-14  8.33e-15
  27.40400  4.69e-14  8.33e-15
  27.40500  4.69e-14  8.33e-15
  27.40600  4.69e-14  8.33e-15
  27.40700  4.69e-14  8.33e-15
  27.40800  4.69e-14  8.33e-15
  27.40900  4.69e-14  8.33e-15
  27.41000  4.69e-14  8.33e-15
  27.41100  4.69e-14  8.33e-15
  27.41200  4.68e-14  8.33e-15
  27.41300  4.68e-14  8.32e-15
  27.41400  4.68e-14  8.32e-15
  27.41500  4.68e-14  8.32e-15
  27.41600  4.68e-14  8.32e-15
  27.41700  4.68e-14  8.32e-15
  27.41800  4.68e-14  8.32e-15
  27.41900  4.68e-14  8.32e-15
  27.42000  4.68e-14  8.32e-15
  27.42100  4.68e-14  8.32e-15
  27.42200  4.68e-14  8.32e-15
  27.42300  4.68e-14  8.32e-15
  27.42400  4.68e-14  8.32e-15
  27.42500  4.68e-14  8.32e-15
  27.42600  4.68e-14  8.32e-15
  27.42700  4.68e-14  8.32e-15
  27.42800  4.68e-14  8.32e-15
  27.42900  4.68e-14  8.32e-15
  27.43000  4.68e-14  8.32e-15
  27.43100  4.68e-14  8.32e-15
  27.43200  4.68e-14  8.31e-15
  27.43300  4.68e-14  8.31e-15
  27.43400  4.68e-14  8.31e-15
  27.43500  4.68e-14  8.31e-15
  27.43600  4.68e-14  8.31e-15
  27.43700  4.68e-14  8.31e-15
  27.43800  4.68e-14  8.31e-15
  27.43900  4.68e-14  8.31e-15
  27.44000  4.68e-14  8.31e-15
  27.44100  4.68e-14  8.31e-15
  27.44200  4.68e-14  8.31e-15
  27.44300  4.68e-14  8.31e-15
  27.44400  4.68e-14  8.31e-15
  27.44500  4.67e-14  8.31e-15
  27.44600  4.67e-14  8.31e-15
  27.44700  4.67e-14  8.31e-15
  27.44800  4.67e-14  8.31e-15
  27.44900  4.67e-14  8.31e-15
  27.45000  4.67e-14  8.31e-15
  27.45100  4.67e-14  8.30e-15
  27.45200  4.67e-14  8.30e-15
  27.45300  4.67e-14  8.30e-15
  27.45400  4.67e-14  8.30e-15
  27.45500  4.67e-14  8.30e-15
  27.45600  4.67e-14  8.30e-15
  27.45700  4.67e-14  8.30e-15
  27.45800  4.67e-14  8.30e-15
  27.45900  4.67e-14  8.30e-15
  27.46000  4.67e-14  8.30e-15
  27.46100  4.67e-14  8.30e-15
  27.46200  4.67e-14  8.30e-15
  27.46300  4.67e-14  8.30e-15
  27.46400  4.67e-14  8.30e-15
  27.46500  4.67e-14  8.30e-15
  27.46600  4.67e-14  8.30e-15
  27.46700  4.67e-14  8.30e-15
  27.46800  4.67e-14  8.30e-15
  27.46900  4.67e-14  8.29e-15
  27.47000  4.67e-14  8.29e-15
  27.47100  4.67e-14  8.29e-15
  27.47200  4.67e-14  8.29e-15
  27.47300  4.67e-14  8.29e-15
  27.47400  4.67e-14  8.29e-15
  27.47500  4.67e-14  8.29e-15
  27.47600  4.67e-14  8.29e-15
  27.47700  4.67e-14  8.29e-15
  27.47800  4.66e-14  8.29e-15
  27.47900  4.66e-14  8.29e-15
  27.48000  4.66e-14  8.29e-15
  27.48100  4.66e-14  8.29e-15
  27.48200  4.66e-14  8.29e-15
  27.48300  4.66e-14  8.29e-15
  27.48400  4.66e-14  8.29e-15
  27.48500  4.66e-14  8.29e-15
  27.48600  4.66e-14  8.29e-15
  27.48700  4.66e-14  8.29e-15
  27.48800  4.66e-14  8.28e-15
  27.48900  4.66e-14  8.28e-15
  27.49000  4.66e-14  8.28e-15
  27.49100  4.66e-14  8.28e-15
  27.49200  4.66e-14  8.28e-15
  27.49300  4.66e-14  8.28e-15
  27.49400  4.66e-14  8.28e-15
  27.49500  4.66e-14  8.28e-15
  27.49600  4.66e-14  8.28e-15
  27.49700  4.66e-14  8.28e-15
  27.49800  4.66e-14  8.28e-15
  27.49900  4.66e-14  8.28e-15
  27.50000  4.66e-14  8.28e-15
  27.50100  4.66e-14  8.28e-15
  27.50200  4.66e-14  8.28e-15
  27.50300  4.66e-14  8.28e-15
  27.50400  4.66e-14  8.28e-15
  27.50500  4.66e-14  8.28e-15
  27.50600  4.66e-14  8.28e-15
  27.50700  4.66e-14  8.27e-15
  27.50800  4.66e-14  8.27e-15
  27.50900  4.66e-14  8.27e-15
  27.51000  4.66e-14  8.27e-15
  27.51100  4.66e-14  8.27e-15
  27.51200  4.65e-14  8.27e-15
  27.51300  4.65e-14  8.27e-15
  27.51400  4.65e-14  8.27e-15
  27.51500  4.65e-14  8.27e-15
  27.51600  4.65e-14  8.27e-15
  27.51700  4.65e-14  8.27e-15
  27.51800  4.65e-14  8.27e-15
  27.51900  4.65e-14  8.27e-15
  27.52000  4.65e-14  8.27e-15
  27.52100  4.65e-14  8.27e-15
  27.52200  4.65e-14  8.27e-15
  27.52300  4.65e-14  8.27e-15
  27.52400  4.65e-14  8.27e-15
  27.52500  4.65e-14  8.26e-15
  27.52600  4.65e-14  8.26e-15
  27.52700  4.65e-14  8.26e-15
  27.52800  4.65e-14  8.26e-15
  27.52900  4.65e-14  8.26e-15
  27.53000  4.65e-14  8.26e-15
  27.53100  4.65e-14  8.26e-15
  27.53200  4.65e-14  8.26e-15
  27.53300  4.65e-14  8.26e-15
  27.53400  4.65e-14  8.26e-15
  27.53500  4.65e-14  8.26e-15
  27.53600  4.65e-14  8.26e-15
  27.53700  4.65e-14  8.26e-15
  27.53800  4.65e-14  8.26e-15
  27.53900  4.65e-14  8.26e-15
  27.54000  4.65e-14  8.26e-15
  27.54100  4.65e-14  8.26e-15
  27.54200  4.65e-14  8.26e-15
  27.54300  4.65e-14  8.26e-15
  27.54400  4.65e-14  8.25e-15
  27.54500  4.64e-14  8.25e-15
  27.54600  4.64e-14  8.25e-15
  27.54700  4.64e-14  8.25e-15
  27.54800  4.64e-14  8.25e-15
  27.54900  4.64e-14  8.25e-15
  27.55000  4.64e-14  8.25e-15
  27.55100  4.64e-14  8.25e-15
  27.55200  4.64e-14  8.25e-15
  27.55300  4.64e-14  8.25e-15
  27.55400  4.64e-14  8.25e-15
  27.55500  4.64e-14  8.25e-15
  27.55600  4.64e-14  8.25e-15
  27.55700  4.64e-14  8.25e-15
  27.55800  4.64e-14  8.25e-15
  27.55900  4.64e-14  8.25e-15
  27.56000  4.64e-14  8.25e-15
  27.56100  4.64e-14  8.25e-15
  27.56200  4.64e-14  8.25e-15
  27.56300  4.64e-14  8.24e-15
  27.56400  4.64e-14  8.24e-15
  27.56500  4.64e-14  8.24e-15
  27.56600  4.64e-14  8.24e-15
  27.56700  4.64e-14  8.24e-15
  27.56800  4.64e-14  8.24e-15
  27.56900  4.64e-14  8.24e-15
  27.57000  4.64e-14  8.24e-15
  27.57100  4.64e-14  8.24e-15
  27.57200  4.64e-14  8.24e-15
  27.57300  4.64e-14  8.24e-15
  27.57400  4.64e-14  8.24e-15
  27.57500  4.64e-14  8.24e-15
  27.57600  4.64e-14  8.24e-15
  27.57700  4.64e-14  8.24e-15
  27.57800  4.63e-14  8.24e-15
  27.57900  4.63e-14  8.24e-15
  27.58000  4.63e-14  8.24e-15
  27.58100  4.63e-14  8.23e-15
  27.58200  4.63e-14  8.23e-15
  27.58300  4.63e-14  8.23e-15
  27.58400  4.63e-14  8.23e-15
  27.58500  4.63e-14  8.23e-15
  27.58600  4.63e-14  8.23e-15
  27.58700  4.63e-14  8.23e-15
  27.58800  4.63e-14  8.23e-15
  27.58900  4.63e-14  8.23e-15
  27.59000  4.63e-14  8.23e-15
  27.59100  4.63e-14  8.23e-15
  27.59200  4.63e-14  8.23e-15
  27.59300  4.63e-14  8.23e-15
  27.59400  4.63e-14  8.23e-15
  27.59500  4.63e-14  8.23e-15
  27.59600  4.63e-14  8.23e-15
  27.59700  4.63e-14  8.23e-15
  27.59800  4.63e-14  8.23e-15
  27.59900  4.63e-14  8.23e-15
  27.60000  4.63e-14  8.22e-15
  27.60100  4.63e-14  8.22e-15
  27.60200  4.63e-14  8.22e-15
  27.60300  4.63e-14  8.22e-15
  27.60400  4.63e-14  8.22e-15
  27.60500  4.63e-14  8.22e-15
  27.60600  4.63e-14  8.22e-15
  27.60700  4.63e-14  8.22e-15
  27.60800  4.63e-14  8.22e-15
  27.60900  4.63e-14  8.22e-15
  27.61000  4.63e-14  8.22e-15
  27.61100  4.62e-14  8.22e-15
  27.61200  4.62e-14  8.22e-15
  27.61300  4.62e-14  8.22e-15
  27.61400  4.62e-14  8.22e-15
  27.61500  4.62e-14  8.22e-15
  27.61600  4.62e-14  8.22e-15
  27.61700  4.62e-14  8.22e-15
  27.61800  4.62e-14  8.22e-15
  27.61900  4.62e-14  8.21e-15
  27.62000  4.62e-14  8.21e-15
  27.62100  4.62e-14  8.21e-15
  27.62200  4.62e-14  8.21e-15
