#Spectrum of PZTelB from Maire et al. 2016
#Distance assumed: 51.49 +/-2.47 pc (Hipparcos).
#Flux-calibrared using the H-band mag reported in Bejar et al. 2008
#Resolving power: 50
#Wavelength [microns] Flux at 10 pc [W.m-2.microns-1]	Flux error [W.m-2.microns-1]
     0.958700  8.50004e-13  2.54607e-13
     0.958800  8.50010e-13  2.53080e-13
     0.958900  8.50016e-13  2.51554e-13
     0.959000  8.50022e-13  2.50029e-13
     0.959100  8.50028e-13  2.48505e-13
     0.959200  8.50033e-13  2.46982e-13
     0.959300  8.50039e-13  2.45461e-13
     0.959400  8.50045e-13  2.43940e-13
     0.959500  8.50051e-13  2.42422e-13
     0.959600  8.50057e-13  2.40904e-13
     0.959700  8.50062e-13  2.39387e-13
     0.959800  8.50068e-13  2.37872e-13
     0.959900  8.50074e-13  2.36359e-13
     0.960000  8.50080e-13  2.34846e-13
     0.960100  8.50086e-13  2.33335e-13
     0.960200  8.50091e-13  2.31826e-13
     0.960300  8.50097e-13  2.30318e-13
     0.960400  8.50103e-13  2.28811e-13
     0.960500  8.50109e-13  2.27306e-13
     0.960600  8.50115e-13  2.25803e-13
     0.960700  8.50120e-13  2.24301e-13
     0.960800  8.50126e-13  2.22801e-13
     0.960900  8.50132e-13  2.21303e-13
     0.961000  8.50138e-13  2.19806e-13
     0.961100  8.50143e-13  2.18310e-13
     0.961200  8.50149e-13  2.16817e-13
     0.961300  8.50155e-13  2.15326e-13
     0.961400  8.50161e-13  2.13836e-13
     0.961500  8.50167e-13  2.12348e-13
     0.961600  8.50172e-13  2.10862e-13
     0.961700  8.50178e-13  2.09378e-13
     0.961800  8.50184e-13  2.07896e-13
     0.961900  8.50190e-13  2.06415e-13
     0.962000  8.50196e-13  2.04938e-13
     0.962100  8.50202e-13  2.03462e-13
     0.962200  8.50207e-13  2.01988e-13
     0.962300  8.50213e-13  2.00517e-13
     0.962400  8.50219e-13  1.99048e-13
     0.962500  8.50225e-13  1.97581e-13
     0.962600  8.50230e-13  1.96116e-13
     0.962700  8.50236e-13  1.94655e-13
     0.962800  8.50242e-13  1.93195e-13
     0.962900  8.50248e-13  1.91738e-13
     0.963000  8.50254e-13  1.90283e-13
     0.963100  8.50259e-13  1.88832e-13
     0.963200  8.50265e-13  1.87383e-13
     0.963300  8.50271e-13  1.85936e-13
     0.963400  8.50277e-13  1.84492e-13
     0.963500  8.50283e-13  1.83053e-13
     0.963600  8.50288e-13  1.81615e-13
     0.963700  8.50294e-13  1.80180e-13
     0.963800  8.50300e-13  1.78749e-13
     0.963900  8.50306e-13  1.77321e-13
     0.964000  8.50312e-13  1.75896e-13
     0.964100  8.50308e-13  1.74599e-13
     0.964200  8.50233e-13  1.74289e-13
     0.964300  8.50157e-13  1.73979e-13
     0.964400  8.50082e-13  1.73670e-13
     0.964500  8.50006e-13  1.73360e-13
     0.964600  8.49931e-13  1.73051e-13
     0.964700  8.49855e-13  1.72741e-13
     0.964800  8.49780e-13  1.72432e-13
     0.964900  8.49704e-13  1.72123e-13
     0.965000  8.49629e-13  1.71814e-13
     0.965100  8.49554e-13  1.71506e-13
     0.965200  8.49478e-13  1.71197e-13
     0.965300  8.49403e-13  1.70889e-13
     0.965400  8.49327e-13  1.70581e-13
     0.965500  8.49252e-13  1.70273e-13
     0.965600  8.49176e-13  1.69965e-13
     0.965700  8.49101e-13  1.69657e-13
     0.965800  8.49025e-13  1.69350e-13
     0.965900  8.48950e-13  1.69042e-13
     0.966000  8.48874e-13  1.68735e-13
     0.966100  8.48799e-13  1.68428e-13
     0.966200  8.48723e-13  1.68121e-13
     0.966300  8.48648e-13  1.67814e-13
     0.966400  8.48573e-13  1.67508e-13
     0.966500  8.48497e-13  1.67201e-13
     0.966600  8.48422e-13  1.66895e-13
     0.966700  8.48346e-13  1.66589e-13
     0.966800  8.48271e-13  1.66283e-13
     0.966900  8.48195e-13  1.65977e-13
     0.967000  8.48120e-13  1.65672e-13
     0.967100  8.48044e-13  1.65367e-13
     0.967200  8.47969e-13  1.65061e-13
     0.967300  8.47893e-13  1.64756e-13
     0.967400  8.47818e-13  1.64452e-13
     0.967500  8.47742e-13  1.64147e-13
     0.967600  8.47667e-13  1.63842e-13
     0.967700  8.47591e-13  1.63538e-13
     0.967800  8.47516e-13  1.63234e-13
     0.967900  8.47440e-13  1.62930e-13
     0.968000  8.47365e-13  1.62626e-13
     0.968100  8.47290e-13  1.62323e-13
     0.968200  8.47214e-13  1.62019e-13
     0.968300  8.47138e-13  1.61716e-13
     0.968400  8.47063e-13  1.61413e-13
     0.968500  8.46988e-13  1.61110e-13
     0.968600  8.46912e-13  1.60807e-13
     0.968700  8.46837e-13  1.60505e-13
     0.968800  8.46761e-13  1.60203e-13
     0.968900  8.46686e-13  1.59900e-13
     0.969000  8.46610e-13  1.59599e-13
     0.969100  8.46535e-13  1.59297e-13
     0.969200  8.46459e-13  1.58995e-13
     0.969300  8.46384e-13  1.58694e-13
     0.969400  8.46308e-13  1.58393e-13
     0.969500  8.46233e-13  1.58092e-13
     0.969600  8.46157e-13  1.57791e-13
     0.969700  8.46082e-13  1.57491e-13
     0.969800  8.46006e-13  1.57190e-13
     0.969900  8.45931e-13  1.56890e-13
     0.970000  8.45856e-13  1.56590e-13
     0.970100  8.45780e-13  1.56291e-13
     0.970200  8.45705e-13  1.55991e-13
     0.970300  8.45629e-13  1.55692e-13
     0.970400  8.45554e-13  1.55393e-13
     0.970500  8.45478e-13  1.55094e-13
     0.970600  8.45403e-13  1.54795e-13
     0.970700  8.45327e-13  1.54497e-13
     0.970800  8.45252e-13  1.54198e-13
     0.970900  8.45176e-13  1.53900e-13
     0.971000  8.45101e-13  1.53603e-13
     0.971100  8.45025e-13  1.53305e-13
     0.971200  8.44950e-13  1.53008e-13
     0.971300  8.44874e-13  1.52710e-13
     0.971400  8.44799e-13  1.52414e-13
     0.971500  8.44723e-13  1.52117e-13
     0.971600  8.44648e-13  1.51820e-13
     0.971700  8.44573e-13  1.51524e-13
     0.971800  8.44497e-13  1.51228e-13
     0.971900  8.44422e-13  1.50932e-13
     0.972000  8.44346e-13  1.50636e-13
     0.972100  8.44271e-13  1.50341e-13
     0.972200  8.44195e-13  1.50046e-13
     0.972300  8.44120e-13  1.49751e-13
     0.972400  8.44044e-13  1.49457e-13
     0.972500  8.43969e-13  1.49162e-13
     0.972600  8.43893e-13  1.48868e-13
     0.972700  8.43818e-13  1.48574e-13
     0.972800  8.43742e-13  1.48280e-13
     0.972900  8.43667e-13  1.47987e-13
     0.973000  8.43591e-13  1.47693e-13
     0.973100  8.43502e-13  1.47407e-13
     0.973200  8.43198e-13  1.47217e-13
     0.973300  8.42895e-13  1.47027e-13
     0.973400  8.42592e-13  1.46838e-13
     0.973500  8.42288e-13  1.46648e-13
     0.973600  8.41985e-13  1.46458e-13
     0.973700  8.41682e-13  1.46269e-13
     0.973800  8.41379e-13  1.46079e-13
     0.973900  8.41075e-13  1.45890e-13
     0.974000  8.40772e-13  1.45700e-13
     0.974100  8.40468e-13  1.45511e-13
     0.974200  8.40165e-13  1.45322e-13
     0.974300  8.39862e-13  1.45133e-13
     0.974400  8.39559e-13  1.44943e-13
     0.974500  8.39255e-13  1.44754e-13
     0.974600  8.38952e-13  1.44565e-13
     0.974700  8.38649e-13  1.44376e-13
     0.974800  8.38345e-13  1.44188e-13
     0.974900  8.38042e-13  1.43999e-13
     0.975000  8.37739e-13  1.43810e-13
     0.975100  8.37435e-13  1.43621e-13
     0.975200  8.37132e-13  1.43433e-13
     0.975300  8.36829e-13  1.43244e-13
     0.975400  8.36525e-13  1.43056e-13
     0.975500  8.36222e-13  1.42867e-13
     0.975600  8.35919e-13  1.42679e-13
     0.975700  8.35616e-13  1.42490e-13
     0.975800  8.35312e-13  1.42302e-13
     0.975900  8.35009e-13  1.42114e-13
     0.976000  8.34706e-13  1.41926e-13
     0.976100  8.34402e-13  1.41738e-13
     0.976200  8.34099e-13  1.41550e-13
     0.976300  8.33796e-13  1.41362e-13
     0.976400  8.33492e-13  1.41174e-13
     0.976500  8.33189e-13  1.40986e-13
     0.976600  8.32886e-13  1.40799e-13
     0.976700  8.32582e-13  1.40611e-13
     0.976800  8.32279e-13  1.40423e-13
     0.976900  8.31976e-13  1.40236e-13
     0.977000  8.31672e-13  1.40048e-13
     0.977100  8.31369e-13  1.39861e-13
     0.977200  8.31066e-13  1.39674e-13
     0.977300  8.30762e-13  1.39486e-13
     0.977400  8.30459e-13  1.39299e-13
     0.977500  8.30156e-13  1.39112e-13
     0.977600  8.29853e-13  1.38925e-13
     0.977700  8.29549e-13  1.38738e-13
     0.977800  8.29246e-13  1.38551e-13
     0.977900  8.28943e-13  1.38364e-13
     0.978000  8.28639e-13  1.38178e-13
     0.978100  8.28336e-13  1.37991e-13
     0.978200  8.28033e-13  1.37804e-13
     0.978300  8.27729e-13  1.37618e-13
     0.978400  8.27426e-13  1.37431e-13
     0.978500  8.27123e-13  1.37245e-13
     0.978600  8.26819e-13  1.37059e-13
     0.978700  8.26516e-13  1.36872e-13
     0.978800  8.26213e-13  1.36686e-13
     0.978900  8.25909e-13  1.36500e-13
     0.979000  8.25606e-13  1.36314e-13
     0.979100  8.25303e-13  1.36128e-13
     0.979200  8.24999e-13  1.35942e-13
     0.979300  8.24696e-13  1.35757e-13
     0.979400  8.24393e-13  1.35571e-13
     0.979500  8.24089e-13  1.35385e-13
     0.979600  8.23786e-13  1.35200e-13
     0.979700  8.23483e-13  1.35014e-13
     0.979800  8.23180e-13  1.34829e-13
     0.979900  8.22876e-13  1.34643e-13
     0.980000  8.22573e-13  1.34458e-13
     0.980100  8.22270e-13  1.34273e-13
     0.980200  8.21966e-13  1.34088e-13
     0.980300  8.21663e-13  1.33903e-13
     0.980400  8.21360e-13  1.33718e-13
     0.980500  8.21056e-13  1.33533e-13
     0.980600  8.20753e-13  1.33348e-13
     0.980700  8.20450e-13  1.33163e-13
     0.980800  8.20146e-13  1.32979e-13
     0.980900  8.19843e-13  1.32794e-13
     0.981000  8.19540e-13  1.32610e-13
     0.981100  8.19236e-13  1.32425e-13
     0.981200  8.18933e-13  1.32241e-13
     0.981300  8.18630e-13  1.32057e-13
     0.981400  8.18327e-13  1.31873e-13
     0.981500  8.18023e-13  1.31689e-13
     0.981600  8.17720e-13  1.31505e-13
     0.981700  8.17417e-13  1.31321e-13
     0.981800  8.17113e-13  1.31137e-13
     0.981900  8.16810e-13  1.30953e-13
     0.982000  8.16507e-13  1.30769e-13
     0.982100  8.16203e-13  1.30587e-13
     0.982200  8.15835e-13  1.30467e-13
     0.982300  8.15468e-13  1.30348e-13
     0.982400  8.15100e-13  1.30229e-13
     0.982500  8.14733e-13  1.30110e-13
     0.982600  8.14366e-13  1.29990e-13
     0.982700  8.13998e-13  1.29871e-13
     0.982800  8.13631e-13  1.29752e-13
     0.982900  8.13264e-13  1.29633e-13
     0.983000  8.12897e-13  1.29514e-13
     0.983100  8.12529e-13  1.29395e-13
     0.983200  8.12162e-13  1.29276e-13
     0.983300  8.11795e-13  1.29156e-13
     0.983400  8.11427e-13  1.29037e-13
     0.983500  8.11060e-13  1.28918e-13
     0.983600  8.10693e-13  1.28799e-13
     0.983700  8.10325e-13  1.28680e-13
     0.983800  8.09958e-13  1.28561e-13
     0.983900  8.09591e-13  1.28442e-13
     0.984000  8.09223e-13  1.28323e-13
     0.984100  8.08856e-13  1.28204e-13
     0.984200  8.08489e-13  1.28085e-13
     0.984300  8.08121e-13  1.27966e-13
     0.984400  8.07754e-13  1.27848e-13
     0.984500  8.07387e-13  1.27729e-13
     0.984600  8.07019e-13  1.27610e-13
     0.984700  8.06652e-13  1.27491e-13
     0.984800  8.06285e-13  1.27372e-13
     0.984900  8.05917e-13  1.27253e-13
     0.985000  8.05550e-13  1.27135e-13
     0.985100  8.05183e-13  1.27016e-13
     0.985200  8.04815e-13  1.26897e-13
     0.985300  8.04448e-13  1.26778e-13
     0.985400  8.04081e-13  1.26660e-13
     0.985500  8.03713e-13  1.26541e-13
     0.985600  8.03346e-13  1.26422e-13
     0.985700  8.02979e-13  1.26304e-13
     0.985800  8.02612e-13  1.26185e-13
     0.985900  8.02244e-13  1.26066e-13
     0.986000  8.01877e-13  1.25948e-13
     0.986100  8.01510e-13  1.25829e-13
     0.986200  8.01142e-13  1.25711e-13
     0.986300  8.00775e-13  1.25592e-13
     0.986400  8.00408e-13  1.25473e-13
     0.986500  8.00040e-13  1.25355e-13
     0.986600  7.99673e-13  1.25236e-13
     0.986700  7.99306e-13  1.25118e-13
     0.986800  7.98938e-13  1.25000e-13
     0.986900  7.98571e-13  1.24881e-13
     0.987000  7.98204e-13  1.24763e-13
     0.987100  7.97836e-13  1.24644e-13
     0.987200  7.97469e-13  1.24526e-13
     0.987300  7.97102e-13  1.24408e-13
     0.987400  7.96734e-13  1.24289e-13
     0.987500  7.96367e-13  1.24171e-13
     0.987600  7.96000e-13  1.24053e-13
     0.987700  7.95632e-13  1.23934e-13
     0.987800  7.95265e-13  1.23816e-13
     0.987900  7.94898e-13  1.23698e-13
     0.988000  7.94531e-13  1.23580e-13
     0.988100  7.94163e-13  1.23461e-13
     0.988200  7.93796e-13  1.23343e-13
     0.988300  7.93429e-13  1.23225e-13
     0.988400  7.93061e-13  1.23107e-13
     0.988500  7.92694e-13  1.22989e-13
     0.988600  7.92327e-13  1.22871e-13
     0.988700  7.91959e-13  1.22753e-13
     0.988800  7.91592e-13  1.22635e-13
     0.988900  7.91225e-13  1.22517e-13
     0.989000  7.90857e-13  1.22399e-13
     0.989100  7.90490e-13  1.22281e-13
     0.989200  7.90123e-13  1.22163e-13
     0.989300  7.89755e-13  1.22045e-13
     0.989400  7.89388e-13  1.21927e-13
     0.989500  7.89021e-13  1.21809e-13
     0.989600  7.88653e-13  1.21691e-13
     0.989700  7.88286e-13  1.21573e-13
     0.989800  7.87919e-13  1.21455e-13
     0.989900  7.87551e-13  1.21337e-13
     0.990000  7.87184e-13  1.21220e-13
     0.990100  7.86817e-13  1.21102e-13
     0.990200  7.86449e-13  1.20984e-13
     0.990300  7.86082e-13  1.20866e-13
     0.990400  7.85715e-13  1.20749e-13
     0.990500  7.85347e-13  1.20631e-13
     0.990600  7.84980e-13  1.20513e-13
     0.990700  7.84613e-13  1.20396e-13
     0.990800  7.84245e-13  1.20278e-13
     0.990900  7.83878e-13  1.20160e-13
     0.991000  7.83511e-13  1.20043e-13
     0.991100  7.83144e-13  1.19925e-13
     0.991200  7.83004e-13  1.19950e-13
     0.991300  7.82873e-13  1.19981e-13
     0.991400  7.82743e-13  1.20011e-13
     0.991500  7.82612e-13  1.20042e-13
     0.991600  7.82481e-13  1.20072e-13
     0.991700  7.82351e-13  1.20103e-13
     0.991800  7.82220e-13  1.20133e-13
     0.991900  7.82089e-13  1.20164e-13
     0.992000  7.81958e-13  1.20195e-13
     0.992100  7.81828e-13  1.20225e-13
     0.992200  7.81697e-13  1.20256e-13
     0.992300  7.81566e-13  1.20287e-13
     0.992400  7.81436e-13  1.20317e-13
     0.992500  7.81305e-13  1.20348e-13
     0.992600  7.81174e-13  1.20379e-13
     0.992700  7.81043e-13  1.20409e-13
     0.992800  7.80913e-13  1.20440e-13
     0.992900  7.80782e-13  1.20471e-13
     0.993000  7.80651e-13  1.20501e-13
     0.993100  7.80521e-13  1.20532e-13
     0.993200  7.80390e-13  1.20563e-13
     0.993300  7.80259e-13  1.20594e-13
     0.993400  7.80128e-13  1.20625e-13
     0.993500  7.79998e-13  1.20655e-13
     0.993600  7.79867e-13  1.20686e-13
     0.993700  7.79736e-13  1.20717e-13
     0.993800  7.79605e-13  1.20748e-13
     0.993900  7.79475e-13  1.20779e-13
     0.994000  7.79344e-13  1.20810e-13
     0.994100  7.79213e-13  1.20841e-13
     0.994200  7.79083e-13  1.20872e-13
     0.994300  7.78952e-13  1.20903e-13
     0.994400  7.78821e-13  1.20933e-13
     0.994500  7.78690e-13  1.20964e-13
     0.994600  7.78560e-13  1.20995e-13
     0.994700  7.78429e-13  1.21026e-13
     0.994800  7.78298e-13  1.21057e-13
     0.994900  7.78167e-13  1.21088e-13
     0.995000  7.78037e-13  1.21119e-13
     0.995100  7.77906e-13  1.21151e-13
     0.995200  7.77775e-13  1.21182e-13
     0.995300  7.77645e-13  1.21213e-13
     0.995400  7.77514e-13  1.21244e-13
     0.995500  7.77383e-13  1.21275e-13
     0.995600  7.77253e-13  1.21306e-13
     0.995700  7.77122e-13  1.21337e-13
     0.995800  7.76991e-13  1.21368e-13
     0.995900  7.76860e-13  1.21399e-13
     0.996000  7.76730e-13  1.21431e-13
     0.996100  7.76599e-13  1.21462e-13
     0.996200  7.76468e-13  1.21493e-13
     0.996300  7.76337e-13  1.21524e-13
     0.996400  7.76207e-13  1.21555e-13
     0.996500  7.76076e-13  1.21587e-13
     0.996600  7.75945e-13  1.21618e-13
     0.996700  7.75815e-13  1.21649e-13
     0.996800  7.75684e-13  1.21681e-13
     0.996900  7.75553e-13  1.21712e-13
     0.997000  7.75422e-13  1.21743e-13
     0.997100  7.75292e-13  1.21775e-13
     0.997200  7.75161e-13  1.21806e-13
     0.997300  7.75030e-13  1.21837e-13
     0.997400  7.74900e-13  1.21869e-13
     0.997500  7.74769e-13  1.21900e-13
     0.997600  7.74638e-13  1.21931e-13
     0.997700  7.74507e-13  1.21963e-13
     0.997800  7.74377e-13  1.21994e-13
     0.997900  7.74246e-13  1.22026e-13
     0.998000  7.74115e-13  1.22057e-13
     0.998100  7.73984e-13  1.22089e-13
     0.998200  7.73854e-13  1.22120e-13
     0.998300  7.73723e-13  1.22152e-13
     0.998400  7.73592e-13  1.22183e-13
     0.998500  7.73462e-13  1.22215e-13
     0.998600  7.73331e-13  1.22246e-13
     0.998700  7.73200e-13  1.22278e-13
     0.998800  7.73069e-13  1.22309e-13
     0.998900  7.72939e-13  1.22341e-13
     0.999000  7.72808e-13  1.22373e-13
     0.999100  7.72677e-13  1.22404e-13
     0.999200  7.72546e-13  1.22436e-13
     0.999300  7.72416e-13  1.22468e-13
     0.999400  7.72285e-13  1.22499e-13
     0.999500  7.72154e-13  1.22531e-13
     0.999600  7.72024e-13  1.22563e-13
     0.999700  7.71893e-13  1.22594e-13
     0.999800  7.71762e-13  1.22626e-13
     0.999900  7.71631e-13  1.22658e-13
      1.00000  7.71501e-13  1.22689e-13
      1.00010  7.71370e-13  1.22721e-13
      1.00020  7.71547e-13  1.22700e-13
      1.00030  7.71752e-13  1.22675e-13
      1.00040  7.71957e-13  1.22649e-13
      1.00050  7.72162e-13  1.22624e-13
      1.00060  7.72367e-13  1.22598e-13
      1.00070  7.72572e-13  1.22572e-13
      1.00080  7.72777e-13  1.22547e-13
      1.00090  7.72982e-13  1.22521e-13
      1.00100  7.73187e-13  1.22496e-13
      1.00110  7.73392e-13  1.22470e-13
      1.00120  7.73598e-13  1.22445e-13
      1.00130  7.73803e-13  1.22419e-13
      1.00140  7.74008e-13  1.22394e-13
      1.00150  7.74213e-13  1.22368e-13
      1.00160  7.74418e-13  1.22343e-13
      1.00170  7.74623e-13  1.22318e-13
      1.00180  7.74828e-13  1.22292e-13
      1.00190  7.75033e-13  1.22267e-13
      1.00200  7.75238e-13  1.22242e-13
      1.00210  7.75443e-13  1.22216e-13
      1.00220  7.75649e-13  1.22191e-13
      1.00230  7.75854e-13  1.22166e-13
      1.00240  7.76059e-13  1.22140e-13
      1.00250  7.76264e-13  1.22115e-13
      1.00260  7.76469e-13  1.22090e-13
      1.00270  7.76674e-13  1.22065e-13
      1.00280  7.76879e-13  1.22039e-13
      1.00290  7.77084e-13  1.22014e-13
      1.00300  7.77289e-13  1.21989e-13
      1.00310  7.77494e-13  1.21964e-13
      1.00320  7.77699e-13  1.21939e-13
      1.00330  7.77905e-13  1.21914e-13
      1.00340  7.78110e-13  1.21889e-13
      1.00350  7.78315e-13  1.21863e-13
      1.00360  7.78520e-13  1.21838e-13
      1.00370  7.78725e-13  1.21813e-13
      1.00380  7.78930e-13  1.21788e-13
      1.00390  7.79135e-13  1.21763e-13
      1.00400  7.79340e-13  1.21738e-13
      1.00410  7.79545e-13  1.21713e-13
      1.00420  7.79751e-13  1.21688e-13
      1.00430  7.79956e-13  1.21663e-13
      1.00440  7.80161e-13  1.21638e-13
      1.00450  7.80366e-13  1.21614e-13
      1.00460  7.80571e-13  1.21589e-13
      1.00470  7.80776e-13  1.21564e-13
      1.00480  7.80981e-13  1.21539e-13
      1.00490  7.81186e-13  1.21514e-13
      1.00500  7.81391e-13  1.21489e-13
      1.00510  7.81597e-13  1.21464e-13
      1.00520  7.81802e-13  1.21440e-13
      1.00530  7.82007e-13  1.21415e-13
      1.00540  7.82212e-13  1.21390e-13
      1.00550  7.82417e-13  1.21365e-13
      1.00560  7.82622e-13  1.21341e-13
      1.00570  7.82827e-13  1.21316e-13
      1.00580  7.83032e-13  1.21291e-13
      1.00590  7.83237e-13  1.21267e-13
      1.00600  7.83442e-13  1.21242e-13
      1.00610  7.83647e-13  1.21217e-13
      1.00620  7.83853e-13  1.21193e-13
      1.00630  7.84058e-13  1.21168e-13
      1.00640  7.84263e-13  1.21144e-13
      1.00650  7.84468e-13  1.21119e-13
      1.00660  7.84673e-13  1.21094e-13
      1.00670  7.84878e-13  1.21070e-13
      1.00680  7.85083e-13  1.21045e-13
      1.00690  7.85288e-13  1.21021e-13
      1.00700  7.85493e-13  1.20996e-13
      1.00710  7.85698e-13  1.20972e-13
      1.00720  7.85904e-13  1.20948e-13
      1.00730  7.86109e-13  1.20923e-13
      1.00740  7.86314e-13  1.20899e-13
      1.00750  7.86519e-13  1.20874e-13
      1.00760  7.86724e-13  1.20850e-13
      1.00770  7.86929e-13  1.20826e-13
      1.00780  7.87134e-13  1.20801e-13
      1.00790  7.87339e-13  1.20777e-13
      1.00800  7.87545e-13  1.20753e-13
      1.00810  7.87750e-13  1.20728e-13
      1.00820  7.87954e-13  1.20704e-13
      1.00830  7.88160e-13  1.20680e-13
      1.00840  7.88365e-13  1.20656e-13
      1.00850  7.88570e-13  1.20632e-13
      1.00860  7.88775e-13  1.20607e-13
      1.00870  7.88980e-13  1.20583e-13
      1.00880  7.89185e-13  1.20559e-13
      1.00890  7.89390e-13  1.20535e-13
      1.00900  7.89595e-13  1.20511e-13
      1.00910  7.89800e-13  1.20487e-13
      1.00920  7.89878e-13  1.20468e-13
      1.00930  7.89935e-13  1.20450e-13
      1.00940  7.89992e-13  1.20432e-13
      1.00950  7.90050e-13  1.20414e-13
      1.00960  7.90107e-13  1.20396e-13
      1.00970  7.90164e-13  1.20379e-13
      1.00980  7.90222e-13  1.20361e-13
      1.00990  7.90279e-13  1.20343e-13
      1.01000  7.90336e-13  1.20325e-13
      1.01010  7.90394e-13  1.20307e-13
      1.01020  7.90451e-13  1.20289e-13
      1.01030  7.90508e-13  1.20271e-13
      1.01040  7.90566e-13  1.20253e-13
      1.01050  7.90623e-13  1.20236e-13
      1.01060  7.90680e-13  1.20218e-13
      1.01070  7.90738e-13  1.20200e-13
      1.01080  7.90795e-13  1.20182e-13
      1.01090  7.90852e-13  1.20164e-13
      1.01100  7.90909e-13  1.20146e-13
      1.01110  7.90967e-13  1.20129e-13
      1.01120  7.91024e-13  1.20111e-13
      1.01130  7.91081e-13  1.20093e-13
      1.01140  7.91139e-13  1.20075e-13
      1.01150  7.91196e-13  1.20057e-13
      1.01160  7.91253e-13  1.20039e-13
      1.01170  7.91311e-13  1.20022e-13
      1.01180  7.91368e-13  1.20004e-13
      1.01190  7.91425e-13  1.19986e-13
      1.01200  7.91483e-13  1.19968e-13
      1.01210  7.91540e-13  1.19951e-13
      1.01220  7.91597e-13  1.19933e-13
      1.01230  7.91655e-13  1.19915e-13
      1.01240  7.91712e-13  1.19897e-13
